Tester,SystemName,Nodes,JVMVendor,CPUDescription,MHz,Chips,Cores,TotalThreads,TotalMemory,SSJ,AVG,AVGidle,Overall
Fujitsu Siemens Computers,PRIMERGY RX300 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"299,432",231,155,780
Fujitsu Siemens Computers,PRIMERGY RX200 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"301,506",234,158,780
Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"293,162",220,138,827
Fujitsu Siemens Computers,PRIMERGY RX100 S5 (Intel Xeon X3360),1,Oracle Corporation,Intel Xeon X3360,2833,1,4,4,4,"185,487",115,63,"1,015"
Fujitsu Siemens Computers,PRIMERGY TX150 S6 (Intel Xeon L3360),1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,515",98.4,51.8,"1,273"
Fujitsu Siemens Computers,PRIMERGY RX100 S5 (Intel Xeon L3360),1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,"196,226",109,63.2,"1,116"
Fujitsu Siemens Computers,PRIMERGY RX200 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"325,499",231,154,851
Fujitsu Siemens Computers,PRIMERGY RX300 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"326,319",235,147,854
Fujitsu Siemens Computers,PRIMERGY TX300 S4 (Intel Xeon L5430),1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,"326,264",221,135,916
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,"12,617,831",501,156,"18,692"
"GIGA-BYTE TECHNOLOGY CO., LTD.",R272-Z30,1,Oracle Corporation,AMD EPYC 7773X,2200,1,64,128,256,"6,305,374",261,89.8,"17,626"
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,"12,735,865",515,112,"19,704"
"GIGA-BYTE TECHNOLOGY CO., LTD.
",R181-Z90,1,Oracle Corporation,AMD EPYC 7601,2200,2,64,128,128,"4,512,155",296,95.5,"11,207"
"GIGA-BYTE Technology Co., Ltd.",R282-Z90,1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,"13,008,786",492,133,"18,748"
H3C,UIS R390x G2,1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,"3,422,594",252,40.1,"11,654"
"Hewlett Packard
","ProLiant DL170h G6
",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,"1,787,585",652,267,"1,909"
Hewlett Packard Enterprise,ProLiant DL360 Gen9,1,IBM Corporation,Intel Xeon E5-2699 v3 2.30 GHz,2300,2,36,72,64,"3,159,419",276,45,"10,118"
Hewlett Packard Enterprise,ProLiant DL560 Gen9,1,Oracle Corporation,Intel Xeon E5-4669 v3 2.10 GHz,2100,4,72,144,64,"5,223,316",557,86.3,"8,151"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,779,630",451,48.7,"12,313"
Hewlett Packard Enterprise,ProLiant DL560 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,281,436",936,88.9,"11,662"
Hewlett Packard Enterprise,ProLiant ML350 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,800,646",459,58.1,"11,845"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,869,955",448,50,"12,488"
Hewlett Packard Enterprise,ProLiant DL560 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,725,627",944,82.9,"12,120"
Hewlett Packard Enterprise,ProLiant DL580 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,580,444",963,110,"11,424"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,1,28,56,48,"2,989,485",233,38.7,"11,550"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",12,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,"1,344","2,304","68,782,048","5,816",901,"10,872"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,24,672,1344,2304,"69,404,522","5,968",758,"11,021"
Hewlett Packard Enterprise,ProLiant DL385 Gen10,1,Oracle Corporation,AMD EPYC 7601 2.20 GHz,2200,2,64,128,128,"4,295,252",298,81.1,"11,044"
Hewlett Packard Enterprise,ProLiant DL385 Gen10,1,Oracle Corporation,AMD EPYC 7601 2.20 GHz,2200,2,64,128,128,"4,283,406",295,88.3,"11,140"
Hewlett Packard Enterprise,ProLiant DL325 Gen10,1,Oracle Corporation,AMD EPYC 7551P 2.0 GHz,2000,1,32,64,128,"2,121,736",181,61.7,"8,083"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",11,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,22,616,"1,232","2,112","62,981,514","5,402",864,"10,693"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",10,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"57,334,339","4,918",814,"10,641"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",9,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,18,504,1008,1728,"51,525,769","4,444",746,"10,541"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",8,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"45,793,948","3,971",695,"10,429"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",7,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,14,392,784,1344,"40,093,763","3,497",627,"10,301"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,12,336,672,1152,"34,293,516","2,999",553,"10,203"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,20,560,1120,1920,"57,681,449","5,001",664,"10,855"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",4,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,16,448,896,1536,"46,086,610","4,030",572,"10,648"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",3,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,12,336,672,1152,"34,502,288","3,048",478,"10,373"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,1,28,56,48,"2,962,862",237,38.9,"11,126"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",2,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,8,224,448,768,"23,096,507","2,048",326,"10,323"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,797,852",457,52.4,"11,709"
Hewlett Packard Enterprise,ProLiant DL560 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,4,112,224,192,"11,554,819",942,88.6,"11,463"
Hewlett Packard Enterprise,ProLiant DL380 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,96,"5,758,036",461,49.3,"11,540"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,10,280,560,960,"28,585,334","2,495",466,"10,237"
Hewlett Packard Enterprise,ProLiant ML350 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8180 2.50GHz,2500,2,56,112,192,"5,653,296",471,59.4,"10,916"
Hewlett Packard Enterprise,ProLiant DL560 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,192,"11,637,630",849,103,"13,022"
Hewlett Packard Enterprise,ProLiant DL560 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,192,"11,994,247",942,90.1,"12,045"
Hewlett Packard Enterprise,ProLiant DL580 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 2.70GHz,2700,4,112,224,384,"11,779,765",982,119,"11,234"
Hewlett Packard Enterprise,ProLiant DL580 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,384,"11,477,054",894,123,"12,132"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,24,672,1344,2304,"68,931,378","5,409",781,"12,042"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,20,560,1120,1920,"57,344,378","4,503",675,"11,942"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,16,448,896,1536,"45,870,814","3,611",570,"11,799"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,12,336,672,1152,"34,413,035","2,731",465,"11,547"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,8,224,448,768,"22,907,794","1,864",361,"10,977"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,24,672,1344,2304,"71,104,692","5,989",679,"11,179"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,20,560,1120,1920,"59,083,703","4,983",592,"11,074"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,16,448,896,1536,"47,321,609","3,978",500,"11,007"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,12,336,672,1152,"35,391,846","3,004",421,"10,754"
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,8,224,448,768,"23,701,920","2,045",330,"10,349"
Hewlett Packard Enterprise,ProLiant ML350 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,2,56,112,192,"5,937,591",474,56.8,"11,611"
Hewlett Packard Enterprise,ProLiant ML350 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,2,56,112,192,"5,735,589",435,64.2,"12,272"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,1,28,56,48,"3,025,574",235,37.3,"11,637"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",12,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,24,672,1344,2304,"71,225,314","5,938",807,"11,051"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",11,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,22,616,1232,2112,"65,192,626","5,431",756,"11,017"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",10,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,20,560,1120,1920,"59,152,094","4,940",700,"10,951"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",9,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,18,504,1008,1728,"53,226,238","4,444",645,"10,897"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",8,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,16,448,896,1536,"47,287,215","3,958",598,"10,825"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",7,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,14,392,784,1344,"41,388,106","3,472",535,"10,762"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,12,336,672,1152,"35,518,206","2,980",477,"10,684"
Hewlett Packard Enterprise,ProLiant DL360 Gen10,1,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,1,28,56,48,"2,944,732",217,39.4,"12,384"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz,2700,10,280,560,960,"29,610,404","2,494",425,"10,552"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,10,280,560,960,"28,783,614","2,295",459,"11,215"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",4,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,8,224,448,768,"23,118,220","1,860",398,"10,975"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",3,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,6,168,336,576,"17,280,572","1,418",328,"10,580"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",2,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,4,112,224,384,"11,556,688",982,257,"9,936"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",11,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,22,616,1232,2112,"63,338,893","4,975",845,"11,804"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",10,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,20,560,1120,1920,"57,553,033","4,519",779,"11,754"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",9,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,18,504,1008,1728,"51,793,120","4,073",714,"11,676"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",8,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,16,448,896,1536,"46,012,174","3,627",658,"11,603"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",7,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,14,392,784,1344,"40,260,576","3,182",585,"11,516"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,12,336,672,1152,"34,460,439","2,736",518,"11,390"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
",12,Oracle Corporation,Intel Xeon Platinum 8280 @ 2.70GHz (Intel Turbo Boost Technology up to 4.00 GHz),2700,24,672,1344,2304,"69,086,440","5,384",922,"11,845"
Hewlett Packard Enterprise,ProLiant DL385 Gen10,1,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,2,128,256,256,"11,092,443",423,163,"18,294"
Hewlett Packard Enterprise,ProLiant DL325 Gen10,1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,801,076",230,78.7,"17,349"
Hewlett Packard Enterprise,ProLiant DL385 Gen10,1,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,2,128,256,256,"10,661,631",422,111,"18,051"
Hewlett Packard Enterprise,ProLiant DL325 Gen10,1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,142,018",224,70.3,"15,724"
Hewlett Packard Enterprise,ProLiant DL325 Gen10,1,Oracle Corporation,AMD EPYC 7702P 2.00 GHz,2000,1,64,128,128,"5,530,830",231,79.5,"16,226"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",3,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,6,384,768,768,"31,966,408","1,281",524,"17,076"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",2,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,4,256,512,512,"21,298,319",894,403,"16,000"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",4,Oracle Corporation,AMD EPYC 7702 2.0 GHz,2000,8,512,1024,1024,"42,615,750","1,687",700,"17,436"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",4,Oracle Corporation,AMD EPYC 7742 2.25 GHz,2250,8,512,1024,1024,"43,715,840","1,721",678,"17,530"
Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,4,112,224,768,"10,102,176","1,117",258,"7,550"
Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,8,224,448,1536,"20,132,703","2,148",500,"7,628"
Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,4,112,224,768,"10,116,731","1,158",254,"7,446"
Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,1,Oracle Corporation,Intel Xeon Platinum 8380HL 2.90 GHz,2900,8,224,448,1536,"19,501,160","2,132",503,"7,369"
Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,2,128,256,256,"12,550,024",546,120,"18,329"
Hewlett Packard Enterprise,ProLiant DL365 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7713 2.00 GHz,2000,2,128,256,256,"11,174,699",468,109,"18,268"
Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"6,319,281",272,58,"18,260"
Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"6,343,544",268,56.8,"18,845"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",3,Oracle Corporation,AMD EPYC 7763  2.45 GHz,2450,6,384,768,768,"37,367,143","1,731",430,"17,266"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",2,Oracle Corporation,AMD EPYC 7763  2.45 GHz,2450,4,256,512,512,"24,847,419","1,192",331,"16,320"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",3,Oracle Corporation,AMD EPYC 7763  2.45 GHz,2450,6,384,768,768,"34,394,737","1,694",352,"16,205"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",2,Oracle Corporation,AMD EPYC 7763  2.45 GHz,2450,4,256,512,512,"22,957,212","1,173",257,"15,574"
Hewlett Packard Enterprise,"Apollo XL225n Gen10 Plus
",4,Oracle Corporation,AMD EPYC 7763  2.45 GHz,2450,8,512,1024,1024,"49,655,346","2,260",523,"17,696"
Hewlett Packard Enterprise,ProLiant DL345 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7763 2.45 GHz,2450,1,64,128,128,"5,797,203",270,53.7,"16,823"
Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,1,Oracle Corporation,Intel Xeon Platinum 8380  2.30 GHz,2300,2,80,160,256,"8,284,788",647,143,"11,857"
Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,229,748",651,119,"12,170"
Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,1,Oracle Corporation,Intel Xeon Platinum 8380  2.30 GHz,2300,2,80,160,256,"8,125,401",619,127,"11,735"
Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,1,Oracle Corporation,Intel Xeon Platinum 8380 2.30 GHz,2300,2,80,160,256,"8,108,256",623,110,"12,052"
Hewlett Packard Enterprise,ProLiant DL110 Gen10 Plus,1,Oracle Corporation,Intel Xeon Gold 6314U CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,1,32,64,64,"3,318,199",299,94.1,"9,581"
Hewlett Packard Enterprise,ProLiant DL110 Gen10 Plus,1,Oracle Corporation,Intel Xeon Gold 6314U CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,1,32,64,64,"3,269,735",307,93.8,"9,247"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,10,400,800,1280,"42,315,362","3,344",759,"11,254"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",8,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,16,640,1280,2048,"67,771,076","5,282","1,107","11,621"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",9,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,18,720,1440,2304,"76,183,750","5,912","1,218","11,716"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",11,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,22,880,1760,2816,"93,154,613","7,210","1,447","11,807"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",10,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,20,800,1600,2560,"84,647,457","6,559","1,335","11,765"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",12,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz (Intel Turbo Boost Technology up to 3.4GHz),2300,24,960,1920,3072,"101,627,781","7,865","1,563","11,849"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",5,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,10,400,800,"1,280","41,895,333","3,370",897,"11,291"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",6,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,12,480,960,"1,536","50,162,414","4,005","1,038","11,470"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",10,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,20,800,1600,"2,560","83,725,673","6,594","1,607","11,819"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",9,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,18,720,1440,"2,304","75,292,367","5,947","1,464","11,761"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",8,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,16,640,1280,"2,048","67,000,991","5,313","1,324","11,670"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",7,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,14,560,1120,"1,792","58,639,526","4,667","1,183","11,590"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",12,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,24,960,1920,"3,072","100,578,173","7,920","1,892","11,894"
Hewlett Packard Enterprise,"Synergy 480 Gen10 Plus Compute Module
",11,Oracle Corporation,Intel Xeon Platinum 8380 CPU @ 2.30GHz,2300,22,880,1760,"2,816","92,114,977","7,262","1,749","11,845"
Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7773X 2.20 GHz,2200,1,64,128,128,"6,573,563",269,53.2,"19,510"
Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,1,Oracle Corporation,AMD EPYC 7773X 2.20 GHz,2200,2,128,256,256,"13,211,462",548,101,"19,629"
Hewlett Packard Enterprise,ProLiant DL20 Gen10 Plus,1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU 3.20GHz,3200,1,8,16,16,"849,748",81.5,21.5,"9,366"
Hewlett Packard Enterprise,ProLiant ML30 Gen10 Plus,1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU 3.20GHz,3200,1,8,16,16,"839,939",77.2,20,"9,800"
Hewlett Packard Enterprise,ProLiant ML30 Gen10 Plus,1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU 3.20GHz,3200,1,8,16,16,"861,661",78,19.4,"10,299"
Hewlett Packard Enterprise,ProLiant DL20 Gen10 Plus,1,Oracle Corporation,Intel(R) Xeon(R) E-2388G CPU 3.20GHz,3200,1,8,16,16,"857,910",82.8,21.7,"9,658"
Hewlett Packard Enterprise,ProLiant DL385 Gen11,1,Oracle Corporation,AMD EPYC 9654 2.40 GHz,2400,2,192,384,384,"23,277,226",720,125,"26,228"
Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,Oracle Corporation,AMD EPYC 9654 2.40 GHz,2400,2,192,384,384,"23,319,812",732,122,"25,333"
Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,Oracle Corporation,AMD EPYC 9654P 2.40 GHz,2400,1,96,192,192,"11,804,168",373,72.2,"25,537"
Hewlett Packard Enterprise,ProLiant DL325 Gen11,1,Oracle Corporation,AMD EPYC 9654P 2.40 GHz,2400,1,96,192,192,"11,837,369",416,74.5,"23,299"
Hewlett Packard Enterprise,ProLiant DL385 Gen11,1,Oracle Corporation,AMD EPYC 9654 2.40 GHz,2400,2,192,384,384,"20,119,490",679,121,"22,881"
Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,Oracle Corporation,AMD EPYC 9654 2.40 GHz,2400,2,192,384,384,"20,146,259",702,122,"22,006"
Hewlett Packard Enterprise,ProLiant DL345 Gen11,1,Oracle Corporation,AMD EPYC 9654P 2.40 GHz,2400,1,96,192,192,"10,035,127",346,72,"22,178"
