TestSponsor,SystemName,JVMName,JVMVersion,max-jOPS,critical-jOPS
ASUSTeK Computer Inc.,RS700-E10-RS12U,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",282719,148229
ASUSTeK Computer Inc.,RS700A-E11-RS12U,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",339338,313824
ASUSTeK Computer Inc.,RS700A-E11-RS12U,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",420774,165211
ASUSTeK Computer Inc.,RS700-E10-RS12U,Oracle Java SE 16.0.1,"Java HotSpot 64-bit Server VM, version 16.0.1",269094,213195
ASUSTeK Computer Inc.,RS720-E10-RS12,Oracle Java SE 17,"Java HotSpot 64-bit Server VM, version 17",286125,152057
ASUSTeK Computer Inc.,RS700A-E11-RS12U,Oracle Java SE 17.0.1,"Java HotSpot 64-bit Server VM, version 17.0.1",388135,357221
ASUSTeK Computer Inc.,RS700A-E11-RS12U,Oracle Java SE 17.0.1,"Java HotSpot 64-bit Server VM, version 17.0.1",513161,179204
Cisco Systems,Cisco UCS C220 M4,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",92463,31654
Cisco Systems,Cisco UCS C220 M4,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",97551,28318
Cisco Systems,Cisco UCS C460 M4,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",171642,53348
Cisco Systems,Cisco UCS C460 M4,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",157832,99646
Cisco Systems,Cisco UCS C220 M4,Oracle Java SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",94667,71951
Cisco Systems,Cisco UCS C220 M4,Oracle Java SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",117931,39417
Cisco Systems,Cisco UCS C460 M4,Oracle Java SE 8u91,"Java HotSpot 64-bit Server VM, version 1.8.0_91",189334,128990
Cisco Systems,Cisco UCS C460 M4,Oracle Java SE 8u91,"Java HotSpot 64-bit Server VM, version 1.8.0_91",218425,75259
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",179534,58094
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",141360,118551
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",269094,225482
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",343284,114296
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",351175,112800
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",272500,229029
Cisco Systems,Cisco UCS C125 M5 Rack Server Node,Oracle Java SE 10.0.2,"Java HotSpot 64-bit Server VM, version 10.0.2",77234,44545
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",363013,137248
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",327501,108859
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",131141,91701
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",171642,56027
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",282719,175585
Cisco Systems,Cisco UCS C480 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",292937,250994
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",149875,126579
Cisco Systems,Cisco UCS C240 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",181507,68157
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",327501,307324
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",411627,194793
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",211379,102326
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 16.0.1,"Java HotSpot 64-Bit Server VM,version 16.0.1",185453,155378
Cisco Systems,Cisco UCS C225 M6,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",186968,175561
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",482694,219940
Cisco Systems,Cisco UCS C225 M6,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",244090,111575
Cisco Systems,Cisco UCS C245 M6,Oracle Java SE 17.0.2,"Java HotSpot 64-Bit Server VM,version 17.0.2",364468,339984
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",94903,29033
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",163751,40700
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u60,"Java HotSpot 64-bit Server VM, version 1.8.0_60",155746,96327
Dell Inc.,Dell Inc. PowerEdge,Oracle Jave SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",116560,32273
Dell Inc.,Dell Inc. PowerEdge,Oracle Jave SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",205901,55050
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",155414,69059
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",167696,43257
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",300156,163812
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",326035,97773
Dell Inc.,Dell Inc. PowerEdge,Oracle Jave SE 8u152,"Java HotSpot 64-bit Server VM, version 1.8.0_152",144736,42612
Dell Inc.,Dell Inc. PowerEdge,Oracle Jave SE 8u152,"Java HotSpot 64-bit Server VM, version 1.8.0_152",125650,64407
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 10.0.1,"Java HotSpot 64-bit Server VM, version 10.0.1",331446,122481
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 10.0.1,"Java HotSpot 64-bit Server VM, version 10.0.1",299750,208420
Dell Inc.,Dell Inc. PowerEdge,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",26012,6009
Dell Inc.,Dell Inc. PowerEdge R740xd,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",175588,62372
Dell Inc.,Dell Inc. PowerEdge R940,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",315517,113203
Dell Inc.,Dell Inc. PowerEdge R7515,Oracle Java SE 12.0.1,"Java HotSpot 64-bit Server VM, version 12.0.1",164003,68861
Dell Inc.,Dell Inc. PowerEdge R6525,Oracle Java SE 13.0.1,"Java HotSpot 64-bit Server VM, version 13.0.1",339449,111390
Dell Inc.,Dell Inc. PowerEdge R7525,Oracle GraalVM,"Java HotSpot 64-bit Server VM, GraalVM EE 20.1.0 (build 11.0.7+8-LTS-jvmci-20.1-b02)",370464,113999
Dell Inc.,Dell Inc. PowerEdge R7525,Oracle Java SE 15.0.2,"Java Hotspot(TM) 64-Bit Server VM (build 15.0.2+7-27, mixed mode, sharing)",402479,152300
Dell Inc.,Dell Inc. PowerEdge R7525,Oracle Java SE 15.0.2,"Java Hotspot(TM) 64-Bit Server VM (build 15.0.2+7-27, mixed mode, sharing)",351175,296508
Dell Inc.,Dell Inc. PowerEdge R750,Oracle Java SE 15.0.2,"Java Hotspot(TM) 64-Bit Server VM (build 15.0.2+7-27, mixed mode, sharing)",258368,136309
Dell Inc.,Dell Inc. PowerEdge R7525,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",377408,334509
Dell Inc.,Dell Inc. PowerEdge R7525,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",482694,220821
Dell Inc.,Dell Inc. PowerEdge MX750C,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",264047,135164
Dell Inc.,Dell Inc. PowerEdge R7515,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",246712,106529
Dell Inc.,Dell Inc. PowerEdge MX750C,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",247011,167526
Dell Inc.,Dell Inc. PowerEdge R750,Oracle Java SE 17.0.3,"Java HotSpot 64-bit Server VM, version 17.0.3",213001,163602
Dell Inc.,Dell Inc. PowerEdge R7625,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",403345,187269
Dell Inc.,Dell Inc. PowerEdge R7625,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",630305,599311
Dell Inc.,Dell Inc. PowerEdge R7625,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",324512,312136
Dell Inc.,Dell Inc. PowerEdge R7625,Oracle Java SE 18.0.2.1,"Java HotSpot 64-bit Server VM, version 18.0.2.1",794337,346731
Fujitsu,SPARC M10-4S,Oracle Java SE 8u66,"Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_66",450467,278958
Fujitsu,SPARC M10-4S,Oracle Java SE 8u66,"Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_66",397906,224535
Fujitsu,Fujitsu SPARC M12-2S,Oracle Java SE 8u121,"Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_121",54434,34771
Fujitsu,Fujitsu Server PRIMERGY RX1330 M4,Oracle Java SE 10.0.2,"Java HotSpot 64-bit Server VM, version 10.0.2",26012,9513
Fujitsu,Fujitsu Server PRIMERGY RX1330 M4,Oracle Java SE 10.0.2,"Java HotSpot 64-bit Server VM, version 10.0.2",25155,9535
Fujitsu,Fujitsu Server PRIMERGY RX2540 M5,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",155295,81233
Fujitsu,Fujitsu Server PRIMEQUEST 3800B2,Oracle Java SE 11.0.2,"Java HotSpot 64-bit Server VM, version 11.0.2",686568,267830
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,Oracle Java SE 12.0.1,"Java HotSpot 64-bit Server VM, version 12.0.1",355121,151270
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,Oracle Java SE 12.0.1,"Java HotSpot 64-bit Server VM, version 12.0.1",319609,233669
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",359735,329073
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",460753,169054
"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,Oracle Java SE 17.0.2,"Java HotSpot 64-bit Server VM, version 17.0.2",488179,227448
H3C,UniServer R4900 G3,Oracle Java SE 8u131,"Java HotSpot 64-Bit Server VM, version 1.8.0_131",141360,120287
H3C,H3C UniServer R6900 G3,Oracle Java SE 8u144,"Java HotSpot 64-Bit Server VM, version 1.8.0_144",269094,228957
H3C,H3C UniServer R4900 G3,Oracle Java SE 8u144,"Java HotSpot 64-Bit Server VM, version 1.8.0_144",175588,64011
H3C,H3C UniServer R6900 G3,Oracle Java SE 8u144,"Java HotSpot 64-Bit Server VM, version 1.8.0_144",272500,230175
H3C,H3C UniServer R6900 G3,Oracle Java SE 8u144,"Java HotSpot 64-Bit Server VM, version 1.8.0_144",335392,120112
H3C,H3C UniServer R6900 G3,Oracle Java SE 9.0.4,"Java HotSpot 64-Bit Server VM, version 9.0.4",347230,114638
Hewlett Packard Enterprise,ProLiant DL120 Gen9,Oracle Java SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",50310,17840
Hewlett Packard Enterprise,ProLiant DL120 Gen9,Oracle Java SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",57217,14196
Hewlett Packard Enterprise,ProLiant DL380 Gen9,Oracle Java SE 8u72,"Java HotSpot 64-bit Server VM, version 1.8.0_72",105690,52952
Hewlett Packard Enterprise,ProLiant DL380 Gen9,Oracle Java SE 8u72,"Java HotSpot 64-bit Server VM, version 1.8.0_72",119302,28854
Hewlett Packard Enterprise,ProLiant DL360 Gen9,Oracle Java SE 8u72,"Java HotSpot 64-bit Server VM, version 1.8.0_72",119302,29717
Hewlett Packard Enterprise,ProLiant ML350 Gen9,Oracle Java SE 8u72,"Java HotSpot 64-bit Server VM, version 1.8.0_72",119302,28835
Hewlett Packard Enterprise,ProLiant DL360 Gen9,Oracle Java SE 8u74,"Java HotSpot 64-bit Server VM, version 1.8.0_74",120674,29013
Hewlett Packard Enterprise,ProLiant DL580 Gen9,Oracle Java SE 8u92,"Java HotSpot 64-bit Server VM, version 1.8.0_92",186968,114609
Hewlett Packard Enterprise,ProLiant DL580 Gen9,Oracle Java SE 8u92,"Java HotSpot 64-bit Server VM, version 1.8.0_92",219329,37996
Hewlett Packard Enterprise,ProLiant DL560 Gen9,Oracle Java SE 8u92,"Java HotSpot 64-bit Server VM, version 1.8.0_92",227634,44264
Hewlett Packard Enterprise,ProLiant BL660c Gen9,Oracle Java SE 8u92,"Java HotSpot 64-bit Server VM, version 1.8.0_92",177561,135406
Hewlett Packard Enterprise,Integrity Superdome X,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",776269,84557
Hewlett Packard Enterprise,Integrity Superdome X,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",700536,439937
Hewlett Packard Enterprise,Integrity Superdome X,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",359735,237725
Hewlett Packard Enterprise,Synergy 480 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",93484,72144
Hewlett Packard Enterprise,Synergy 660 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",177501,138380
Hewlett Packard Enterprise,ProLiant DL360 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",122045,29701
Hewlett Packard Enterprise,ProLiant DL380 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",95851,74902
Hewlett Packard Enterprise,ProLiant ML350 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",94667,73812
Hewlett Packard Enterprise,ProLiant DL380 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",122045,30318
Hewlett Packard Enterprise,ProLiant DL360 Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",97034,74929
Hewlett Packard Enterprise,ProLiant XL260a Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",50292,15165
Hewlett Packard Enterprise,ProLiant XL260a Gen9,Oracle Java SE 8u102,"Java HotSpot 64-bit Server VM, version 1.8.0_102",58965,10961
Hewlett Packard Enterprise,ProLiant DL580 Gen9,Oracle Java SE 8u112,"Java HotSpot 64-bit Server VM, version 1.8.0_112",224892,40845
Hewlett Packard Enterprise,Synergy 680 Gen9,Oracle Java SE 8u121,"Java HotSpot 64-bit Server VM, version 1.8.0_121",194068,138466
Hewlett Packard Enterprise,Synergy 680 Gen9,Oracle Java SE 8u121,"Java HotSpot 64-bit Server VM, version 1.8.0_121",224892,51120
Hewlett Packard Enterprise,ProLiant DL380 Gen10,Oracle Java SE 8u131,"Java HotSpot 64-bit Server VM, version 1.8.0_131",137954,117090
