TestSponsor,SystemName,Parallel,BaseThreads,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Inspur Corporation,Inspur NF8260M6 (Intel Xeon Gold 6348H),Yes,96,96,4,1,207&nbsp;&nbsp;&nbsp;,212&nbsp;&nbsp;&nbsp;,--,--
Inspur Corporation,Inspur NF5180M6 (Intel Xeon Gold 6338),Yes,64,64,2,1,202&nbsp;&nbsp;&nbsp;,204&nbsp;&nbsp;&nbsp;,--,--
Inspur Corporation,Inspur NF8480M6 (Intel Xeon Gold 6348H),Yes,96,96,4,1,207&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;,--,--
Intel Corporation,Intel S9256WK1HLC,Yes,112,112,2,1,215&nbsp;&nbsp;&nbsp;,218&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,56,56,2,1,133&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,28,28,1,1,85.2&nbsp;,85.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,56,56,2,1,132&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,112,112,4,1,191&nbsp;&nbsp;&nbsp;,191&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,224,224,8,1,153&nbsp;&nbsp;&nbsp;,150&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,96,96,4,1,185&nbsp;&nbsp;&nbsp;,187&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 6140)",Yes,72,72,4,1,157&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,104,104,4,1,175&nbsp;&nbsp;&nbsp;,177&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170M)",Yes,104,104,4,1,176&nbsp;&nbsp;&nbsp;,177&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.30 GHz, Intel Xeon Gold 6140)",Yes,72,72,4,1,142&nbsp;&nbsp;&nbsp;,145&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.70 GHz, Intel Xeon Gold 6150)",Yes,36,36,2,1,116&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6152)",Yes,44,44,2,1,113&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,118&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,121&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,119&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,58.2&nbsp;,59.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,67.7&nbsp;,68.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,94.0&nbsp;,95.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,108&nbsp;&nbsp;&nbsp;,109&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,46.2&nbsp;,47.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,52.0&nbsp;,53.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,103&nbsp;&nbsp;&nbsp;,104&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,52.3&nbsp;,53.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,94.4&nbsp;,96.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,94.0&nbsp;,95.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,182&nbsp;&nbsp;&nbsp;,184&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,95.4&nbsp;,96.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,119&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,104&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,48,48,2,1,128&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.20 GHz, Intel Xeon Gold 6134)",Yes,16,16,2,1,84.7&nbsp;,85.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,56,2,1,125&nbsp;&nbsp;&nbsp;,126&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,95.2&nbsp;,97.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,120&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,117&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,75.1&nbsp;,77.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,95.5&nbsp;,96.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,95.9&nbsp;,97.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,105&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,110&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.70 GHz, Intel Xeon Gold 6150)",Yes,36,36,2,1,115&nbsp;&nbsp;&nbsp;,116&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,119&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,133&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.20 GHz, Intel Xeon Gold 6134M)",Yes,32,32,4,1,131&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,80,80,4,1,160&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,180&nbsp;&nbsp;&nbsp;,182&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176M)",Yes,112,112,4,1,182&nbsp;&nbsp;&nbsp;,183&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,104&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,37.1&nbsp;,37.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Silver 4112)",Yes,8,8,2,1,40.7&nbsp;,41.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.40 GHz, Intel Xeon Gold 5115)",Yes,20,20,2,1,74.6&nbsp;,75.9&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,108&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,224,224,8,1,149&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180M)",Yes,224,224,8,1,155&nbsp;&nbsp;&nbsp;,153&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,105&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,109&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,108&nbsp;&nbsp;&nbsp;,108&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 6138)",Yes,80,80,4,1,161&nbsp;&nbsp;&nbsp;,161&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,110&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 6140M)",Yes,72,72,4,1,157&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,109&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.60 GHz, Intel Xeon Gold 6142)",Yes,64,64,4,1,160&nbsp;&nbsp;&nbsp;,161&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (3.00 GHz, Intel Xeon Platinum 8158)",Yes,24,24,2,1,103&nbsp;&nbsp;&nbsp;,104&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.40 GHz, Intel Xeon Gold 6148)",Yes,80,80,4,1,169&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8160T)",Yes,48,48,2,1,119&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Gold 6152)",Yes,88,88,4,1,165&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,48,48,2,1,128&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Gold 6154)",Yes,72,72,4,1,169&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,121&nbsp;&nbsp;&nbsp;,122&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (1.70 GHz, Intel Xeon Bronze 3104)",Yes,12,12,2,1,36.9&nbsp;,37.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,58.5&nbsp;,59.9&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,58.7&nbsp;,60.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,58.5&nbsp;,59.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,107&nbsp;&nbsp;&nbsp;,109&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,46.4&nbsp;,47.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Silver 4109T)",Yes,16,16,2,1,58.9&nbsp;,60.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,81.7&nbsp;,83.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,95.3&nbsp;,96.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,104&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,104&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,110&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,113&nbsp;&nbsp;&nbsp;,114&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,110&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,123&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.30 GHz, Intel Xeon Gold 6140)",Yes,36,36,2,1,111&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,56,56,4,1,123&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.40 GHz, Intel Xeon Gold 6148)",Yes,40,40,2,1,116&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.60 GHz, Intel Xeon Gold 5122)",Yes,16,16,4,1,83.9&nbsp;,85.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Gold 6152)",Yes,44,44,2,1,114&nbsp;&nbsp;&nbsp;,116&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.60 GHz, Intel Xeon Gold 6126)",Yes,48,48,4,1,140&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,122&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.10 GHz, Intel Xeon Gold 6130)",Yes,64,64,4,1,153&nbsp;&nbsp;&nbsp;,153&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,100&nbsp;&nbsp;&nbsp;,102&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR570 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,117&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,106&nbsp;&nbsp;&nbsp;,107&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,118&nbsp;&nbsp;&nbsp;,119&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,40,40,2,1,106&nbsp;&nbsp;&nbsp;,107&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,94.7&nbsp;,96.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,132&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (3.00 GHz, Intel Xeon Gold 6136)",Yes,48,48,4,1,147&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.60 GHz, Intel Xeon Gold 6142)",Yes,64,64,4,1,162&nbsp;&nbsp;&nbsp;,162&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.70 GHz, Intel Xeon Gold 6150)",Yes,72,72,4,1,166&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.00 GHz, Intel Xeon Gold 6138)",Yes,80,80,4,1,161&nbsp;&nbsp;&nbsp;,161&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,192,192,8,1,150&nbsp;&nbsp;&nbsp;,148&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,208,208,8,1,148&nbsp;&nbsp;&nbsp;,145&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170M)",Yes,208,208,8,1,147&nbsp;&nbsp;&nbsp;,142&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176M)",Yes,224,224,8,1,151&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,87.0&nbsp;,88.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,28,28,2,1,87.0&nbsp;,88.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,70.4&nbsp;,71.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.30 GHz, Intel Xeon Gold 5118)",Yes,24,24,2,1,82.1&nbsp;,83.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,87.0&nbsp;,88.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,95.5&nbsp;,96.8&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,56,2,1,124&nbsp;&nbsp;&nbsp;,126&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,95.2&nbsp;,96.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,94.9&nbsp;,96.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,103&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (3.00 GHz, Intel Xeon Gold 6136)",Yes,24,24,2,1,101&nbsp;&nbsp;&nbsp;,103&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,76.0&nbsp;,77.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.60 GHz, Intel Xeon Gold 6142)",Yes,32,32,2,1,111&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.20 GHz, Intel Xeon Gold 5120)",Yes,28,28,2,1,87.0&nbsp;,88.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST550 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,94.7&nbsp;,96.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR860 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,166&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,76.0&nbsp;,77.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,102&nbsp;&nbsp;&nbsp;,104&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,94.6&nbsp;,96.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,119&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.20 GHz, Intel Xeon Gold 5120T)",Yes,56,56,4,1,120&nbsp;&nbsp;&nbsp;,121&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (3.60 GHz, Intel Xeon Gold 5122)",Yes,16,16,4,1,81.8&nbsp;,82.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,64,64,4,1,140&nbsp;&nbsp;&nbsp;,141&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,124&nbsp;&nbsp;&nbsp;,125&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (1.80 GHz, Intel Xeon Silver 4108)",Yes,16,16,2,1,55.9&nbsp;,57.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,94.3&nbsp;,96.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.40 GHz, Intel Xeon Gold 6128)",Yes,24,24,4,1,110&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.40 GHz, Intel Xeon Gold 5115)",Yes,40,40,4,1,106&nbsp;&nbsp;&nbsp;,107&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Gold 6130)",Yes,64,64,4,1,150&nbsp;&nbsp;&nbsp;,153&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 5118)",Yes,48,48,4,1,108&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.00 GHz, Intel Xeon Gold 6136)",Yes,48,48,4,1,148&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.20 GHz, Intel Xeon Gold 5120)",Yes,56,56,4,1,119&nbsp;&nbsp;&nbsp;,120&nbsp;&nbsp;&nbsp;,--,--
