TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8168),96,48,2,2,255&nbsp;&nbsp;&nbsp;,275&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8168),96,48,2,2,253&nbsp;&nbsp;&nbsp;,274&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5115),40,20,2,2,105&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5115),40,20,2,2,103&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5115),40,20,2,2,104&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6128),24,12,2,2,85.4&nbsp;,90.4&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6128),24,12,2,2,85.1&nbsp;,90.4&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6128),24,12,2,2,85.2&nbsp;,90.5&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4110),32,16,2,2,74.9&nbsp;,79.6&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4110),32,16,2,2,74.4&nbsp;,79.0&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4110),32,16,2,2,74.3&nbsp;,78.8&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6140),72,36,2,2,187&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6150),72,36,2,2,200&nbsp;&nbsp;&nbsp;,213&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6136),48,24,2,2,149&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5120),56,28,2,2,136&nbsp;&nbsp;&nbsp;,145&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6134),32,16,2,2,109&nbsp;&nbsp;&nbsp;,116&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6152),88,44,2,2,205&nbsp;&nbsp;&nbsp;,219&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6138),80,40,2,2,185&nbsp;&nbsp;&nbsp;,197&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6142),64,32,2,2,176&nbsp;&nbsp;&nbsp;,187&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6144),32,16,2,2,115&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8164),104,52,2,2,230&nbsp;&nbsp;&nbsp;,246&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8170),104,52,2,2,239&nbsp;&nbsp;&nbsp;,256&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8153),64,32,2,2,143&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8180),112,56,2,2,286&nbsp;&nbsp;&nbsp;,308&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6148),160,80,4,2,400&nbsp;&nbsp;&nbsp;,429&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8160),96,48,2,2,221&nbsp;&nbsp;&nbsp;,236&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6152),176,88,4,2,414&nbsp;&nbsp;&nbsp;,443&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8176),112,56,2,2,248&nbsp;&nbsp;&nbsp;,267&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6126),48,24,2,2,141&nbsp;&nbsp;&nbsp;,149&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8180),112,56,2,2,278&nbsp;&nbsp;&nbsp;,300&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6154),72,36,2,2,210&nbsp;&nbsp;&nbsp;,226&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6140),72,36,2,2,185&nbsp;&nbsp;&nbsp;,198&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6142),128,64,4,2,356&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8168),96,48,2,2,259&nbsp;&nbsp;&nbsp;,277&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6128),24,12,2,2,83.8&nbsp;,89.3&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6130),64,32,2,2,162&nbsp;&nbsp;&nbsp;,173&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6132),56,28,2,2,159&nbsp;&nbsp;&nbsp;,170&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6138),80,40,2,2,183&nbsp;&nbsp;&nbsp;,195&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488 V5 (Intel Xeon Gold 6134),64,32,4,2,215&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6138),160,80,4,2,383&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6138),160,80,4,2,384&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8168),96,48,2,2,261&nbsp;&nbsp;&nbsp;,280&nbsp;&nbsp;&nbsp;,--,--
Huawei,KunLun 9016 (Intel Xeon E7-8890 v4),768,384,16,2,1250&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8158),48,24,2,2,148&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6148),80,40,2,2,203&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6154),144,72,4,2,420&nbsp;&nbsp;&nbsp;,451&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6140),144,72,4,2,364&nbsp;&nbsp;&nbsp;,390&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8170),104,52,2,2,242&nbsp;&nbsp;&nbsp;,260&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8170),104,52,2,2,241&nbsp;&nbsp;&nbsp;,259&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8164),104,52,2,2,234&nbsp;&nbsp;&nbsp;,252&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8164),104,52,2,2,232&nbsp;&nbsp;&nbsp;,250&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8164),104,52,2,2,232&nbsp;&nbsp;&nbsp;,250&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8164),104,52,2,2,232&nbsp;&nbsp;&nbsp;,250&nbsp;&nbsp;&nbsp;,--,--
Huawei,KunLun 9008 (Intel Xeon E7-4850 v4),256,128,8,2,437&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,KunLun 9008 (Intel Xeon E7-8890 v4),384,192,8,2,632&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,KunLun 9016 (Intel Xeon E7-4850 v4),512,256,16,2,867&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6126),96,48,4,2,271&nbsp;&nbsp;&nbsp;,289&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6138),160,80,4,2,359&nbsp;&nbsp;&nbsp;,382&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5120),56,28,2,2,135&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8153),64,32,2,2,142&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6132),112,56,4,2,311&nbsp;&nbsp;&nbsp;,333&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6134),64,32,4,2,213&nbsp;&nbsp;&nbsp;,226&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8160),96,48,2,2,224&nbsp;&nbsp;&nbsp;,240&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6130),128,64,4,2,322&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5115),40,20,2,2,102&nbsp;&nbsp;&nbsp;,109&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8156),16,8,2,2,56.5&nbsp;,60.1&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 5120),112,56,4,2,269&nbsp;&nbsp;&nbsp;,288&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 5122),32,16,4,2,111&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6126),96,48,4,2,283&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6130),128,64,4,2,322&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6136),96,48,4,2,303&nbsp;&nbsp;&nbsp;,323&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6140M),144,72,4,2,368&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 8100 V5 (Intel Xeon Platinum 8153),256,128,8,2,551&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 8100 V5 (Intel Xeon Platinum 8160),384,192,8,2,900&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 9008 V5 (Intel Xeon Platinum 8153),256,128,8,2,554&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 9008 V5 (Intel Xeon Platinum 8160),384,192,8,2,904&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 5120),112,56,4,2,269&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 5122),32,16,4,2,111&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6126),96,48,4,2,283&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6130),128,64,4,2,323&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6136),96,48,4,2,292&nbsp;&nbsp;&nbsp;,311&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6140M),144,72,4,2,369&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6142),128,64,4,2,358&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6136),96,48,4,2,294&nbsp;&nbsp;&nbsp;,314&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6134),64,32,4,2,217&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6150),144,72,4,2,411&nbsp;&nbsp;&nbsp;,434&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6134),64,32,4,2,217&nbsp;&nbsp;&nbsp;,231&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Platinum 8160),192,96,4,2,463&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6150),144,72,4,2,412&nbsp;&nbsp;&nbsp;,434&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Platinum 8160),192,96,4,2,460&nbsp;&nbsp;&nbsp;,489&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6150),144,72,4,2,395&nbsp;&nbsp;&nbsp;,423&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4114),40,20,2,2,94.2&nbsp;,101&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4114),40,20,2,2,92.4&nbsp;,98.3&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6146),48,24,2,2,159&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6154),72,36,2,2,217&nbsp;&nbsp;&nbsp;,232&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6154),72,36,2,2,215&nbsp;&nbsp;&nbsp;,231&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6154),72,36,2,2,215&nbsp;&nbsp;&nbsp;,231&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6154),72,36,2,2,214&nbsp;&nbsp;&nbsp;,230&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4116),48,24,2,2,109&nbsp;&nbsp;&nbsp;,116&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5118),48,24,2,2,121&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 6142),128,64,4,2,349&nbsp;&nbsp;&nbsp;,374&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8156),32,16,4,2,110&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8176),112,56,2,2,252&nbsp;&nbsp;&nbsp;,271&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8176),112,56,2,2,250&nbsp;&nbsp;&nbsp;,269&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8176),112,56,2,2,250&nbsp;&nbsp;&nbsp;,269&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8176),112,56,2,2,250&nbsp;&nbsp;&nbsp;,269&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8158),48,24,2,2,151&nbsp;&nbsp;&nbsp;,160&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8158),48,24,2,2,149&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8158),48,24,2,2,150&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8158),48,24,2,2,148&nbsp;&nbsp;&nbsp;,158&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Bronze 3104),12,12,2,1,33.1&nbsp;,34.6&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4108),32,16,2,2,65.3&nbsp;,69.7&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 5115),80,40,4,2,196&nbsp;&nbsp;&nbsp;,211&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8180),224,112,4,2,548&nbsp;&nbsp;&nbsp;,593&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8156),16,8,2,2,57.0&nbsp;,60.3&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6146),48,24,2,2,159&nbsp;&nbsp;&nbsp;,165&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4110),32,16,2,2,72.6&nbsp;,77.9&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4112),16,8,2,2,43.7&nbsp;,46.6&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5120T),56,28,2,2,135&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6130T),64,32,2,2,163&nbsp;&nbsp;&nbsp;,173&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Bronze 3106),16,16,2,1,44.0&nbsp;,46.1&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Bronze 3106),16,16,2,1,44.2&nbsp;,46.1&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Bronze 3106),16,16,2,1,44.2&nbsp;,46.2&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Bronze 3106),16,16,2,1,44.2&nbsp;,46.2&nbsp;,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 6130T),64,32,2,2,159&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Silver 4116),48,24,2,2,108&nbsp;&nbsp;&nbsp;,115&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6146),48,24,2,2,159&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6146),48,24,2,2,157&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6146),48,24,2,2,157&nbsp;&nbsp;&nbsp;,167&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8170M),104,52,2,2,244&nbsp;&nbsp;&nbsp;,264&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8170M),104,52,2,2,246&nbsp;&nbsp;&nbsp;,265&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8170M),104,52,2,2,244&nbsp;&nbsp;&nbsp;,263&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8170M),104,52,2,2,244&nbsp;&nbsp;&nbsp;,264&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Bronze 3106),16,16,2,1,44.6&nbsp;,46.4&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 5120),112,56,4,2,265&nbsp;&nbsp;&nbsp;,284&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8176),224,112,4,2,490&nbsp;&nbsp;&nbsp;,527&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 9008 V5 (Intel Xeon Platinum 8170),416,208,8,2,962&nbsp;&nbsp;&nbsp;,1030&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 9008 V5 (Intel Xeon Platinum 8180),448,224,8,2,1180&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei 9008 V5 (Intel Xeon Platinum 8180M),448,224,8,2,1120&nbsp;&nbsp;&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4109T),32,16,2,2,70.0&nbsp;,74.8&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Gold 5122),32,16,4,2,110&nbsp;&nbsp;&nbsp;,117&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8160),192,96,4,2,429&nbsp;&nbsp;&nbsp;,459&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6152),88,44,2,2,202&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6152),88,44,2,2,204&nbsp;&nbsp;&nbsp;,217&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6152),88,44,2,2,201&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6152),88,44,2,2,201&nbsp;&nbsp;&nbsp;,216&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4114),40,20,2,2,94.0&nbsp;,101&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4114),40,20,2,2,93.3&nbsp;,99.2&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4114),40,20,2,2,93.0&nbsp;,99.1&nbsp;,--,--
Huawei,Huawei 2488 V5 (Intel Xeon Gold 5118),96,48,4,2,239&nbsp;&nbsp;&nbsp;,250&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488 V5 (Intel Xeon Gold 5122),32,16,4,2,112&nbsp;&nbsp;&nbsp;,118&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 5118),96,48,4,2,240&nbsp;&nbsp;&nbsp;,256&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 5118),96,48,4,2,239&nbsp;&nbsp;&nbsp;,256&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6130T),128,64,4,2,328&nbsp;&nbsp;&nbsp;,345&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6130T),128,64,4,2,328&nbsp;&nbsp;&nbsp;,348&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6132),112,56,4,2,325&nbsp;&nbsp;&nbsp;,349&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6132),112,56,4,2,326&nbsp;&nbsp;&nbsp;,347&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6140),144,72,4,2,384&nbsp;&nbsp;&nbsp;,405&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6140),144,72,4,2,385&nbsp;&nbsp;&nbsp;,406&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8153),128,64,4,2,280&nbsp;&nbsp;&nbsp;,299&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8164),208,104,4,2,454&nbsp;&nbsp;&nbsp;,487&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH242 V5 (Intel Xeon Platinum 8168),192,96,4,2,509&nbsp;&nbsp;&nbsp;,550&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6128),48,24,4,2,165&nbsp;&nbsp;&nbsp;,176&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Gold 6154),144,72,4,2,445&nbsp;&nbsp;&nbsp;,468&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Platinum 8153),128,64,4,2,285&nbsp;&nbsp;&nbsp;,300&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Platinum 8170),208,104,4,2,491&nbsp;&nbsp;&nbsp;,522&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5885H V5 (Intel Xeon Platinum 8180),224,112,4,2,592&nbsp;&nbsp;&nbsp;,634&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6128),48,24,4,2,165&nbsp;&nbsp;&nbsp;,176&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Gold 6154),144,72,4,2,444&nbsp;&nbsp;&nbsp;,467&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Platinum 8153),128,64,4,2,285&nbsp;&nbsp;&nbsp;,297&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2488H V5 (Intel Xeon Platinum 8170),208,104,4,2,490&nbsp;&nbsp;&nbsp;,521&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6130T),64,32,2,2,164&nbsp;&nbsp;&nbsp;,175&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6130T),64,32,2,2,165&nbsp;&nbsp;&nbsp;,176&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5122),16,8,2,2,57.0&nbsp;,60.2&nbsp;,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6130T),64,32,2,2,163&nbsp;&nbsp;&nbsp;,174&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6130T),64,32,2,2,163&nbsp;&nbsp;&nbsp;,175&nbsp;&nbsp;&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6144),32,16,2,2,116&nbsp;&nbsp;&nbsp;,123&nbsp;&nbsp;&nbsp;,--,--
