TestSponsor,SystemName,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8352V, 2.10 GHz)",72,36,1,2,219&nbsp;&nbsp;&nbsp;,227&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6346, 3.10 GHz)",64,32,2,2,277&nbsp;&nbsp;&nbsp;,286&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Platinum 8352S, 2.20 GHz)",128,64,2,2,401&nbsp;&nbsp;&nbsp;,417&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6354, 3.00 GHz)",72,36,2,2,307&nbsp;&nbsp;&nbsp;,317&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,487&nbsp;&nbsp;&nbsp;,508&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6346, 3.10 GHz)",64,32,2,2,280&nbsp;&nbsp;&nbsp;,290&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8352Y, 2.20 GHz)",128,64,2,2,420&nbsp;&nbsp;&nbsp;,436&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,488&nbsp;&nbsp;&nbsp;,508&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8380, 2.30 GHz)",160,80,2,2,531&nbsp;&nbsp;&nbsp;,552&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7343 16-Core Processor),64,32,2,2,316&nbsp;&nbsp;&nbsp;,327&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7443P 24-Core Processor),48,24,1,2,211&nbsp;&nbsp;&nbsp;,218&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,800&nbsp;&nbsp;&nbsp;,848&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7543P 32-Core Processor),64,32,1,2,270&nbsp;&nbsp;&nbsp;,280&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7713P 64-Core Processor),128,64,1,2,375&nbsp;&nbsp;&nbsp;,396&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7443 24-Core Processor),96,48,2,2,427&nbsp;&nbsp;&nbsp;,441&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7643 48-Core Processor),192,96,2,2,649&nbsp;&nbsp;&nbsp;,681&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8352V, 2.10 GHz)",144,72,2,2,432&nbsp;&nbsp;&nbsp;,449&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6330, 2.00 GHz)",112,56,2,2,360&nbsp;&nbsp;&nbsp;,373&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8368Q, 2.60 GHz)",152,76,2,2,522&nbsp;&nbsp;&nbsp;,542&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6348, 2.60 GHz)",112,56,2,2,424&nbsp;&nbsp;&nbsp;,440&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5320, 2.20 GHz)",104,52,2,2,355&nbsp;&nbsp;&nbsp;,367&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5320, 2.20 GHz)",104,52,2,2,355&nbsp;&nbsp;&nbsp;,367&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6330, 2.00 GHz)",112,56,2,2,358&nbsp;&nbsp;&nbsp;,370&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,471&nbsp;&nbsp;&nbsp;,489&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8352V, 2.10 GHz)",144,72,2,2,434&nbsp;&nbsp;&nbsp;,451&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8358, 2.60 GHz)",128,64,2,2,458&nbsp;&nbsp;&nbsp;,475&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8352V, 2.10 GHz)",144,72,2,2,432&nbsp;&nbsp;&nbsp;,449&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8352S, 2.20 GHz)",128,64,2,2,415&nbsp;&nbsp;&nbsp;,430&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6334, 3.60 GHz)",32,16,2,2,147&nbsp;&nbsp;&nbsp;,152&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8368Q, 2.60 GHz)",152,76,2,2,525&nbsp;&nbsp;&nbsp;,545&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8351N, 2.40 GHz)",72,36,1,2,239&nbsp;&nbsp;&nbsp;,249&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6338, 2.00 GHz)",128,64,2,2,409&nbsp;&nbsp;&nbsp;,424&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8368Q, 2.60 GHz)",152,76,2,2,515&nbsp;&nbsp;&nbsp;,535&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7713P 64-Core Processor),128,64,1,2,385&nbsp;&nbsp;&nbsp;,407&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6338, 2.00 GHz)",128,64,2,2,409&nbsp;&nbsp;&nbsp;,424&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8360Y, 2.40 GHz)",144,72,2,2,485&nbsp;&nbsp;&nbsp;,504&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7543P 32-Core Processor),64,32,1,2,277&nbsp;&nbsp;&nbsp;,287&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6348, 2.60 GHz)",112,56,2,2,413&nbsp;&nbsp;&nbsp;,428&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6330, 2.00 GHz)",112,56,2,2,361&nbsp;&nbsp;&nbsp;,375&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7313P 16-Core Processor),32,16,1,2,154&nbsp;&nbsp;&nbsp;,159&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8358P, 2.60 GHz)",128,64,2,2,448&nbsp;&nbsp;&nbsp;,465&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6354, 3.00 GHz)",72,36,2,2,307&nbsp;&nbsp;&nbsp;,316&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,821&nbsp;&nbsp;&nbsp;,872&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8358P, 2.60 GHz)",128,64,2,2,452&nbsp;&nbsp;&nbsp;,469&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6346, 3.10 GHz)",64,32,2,2,281&nbsp;&nbsp;&nbsp;,290&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7443P 24-Core Processor),48,24,1,2,214&nbsp;&nbsp;&nbsp;,220&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8368Q, 2.60 GHz)",152,76,2,2,515&nbsp;&nbsp;&nbsp;,531&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8352S, 2.20 GHz)",128,64,2,2,426&nbsp;&nbsp;&nbsp;,441&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7443 24-Core Processor),96,48,2,2,427&nbsp;&nbsp;&nbsp;,441&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 73F3 16-Core Processor),64,32,2,2,339&nbsp;&nbsp;&nbsp;,349&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6342, 2.80 GHz)",96,48,2,2,377&nbsp;&nbsp;&nbsp;,390&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Platinum 8358P, 2.60 GHz)",128,64,2,2,458&nbsp;&nbsp;&nbsp;,475&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7513 32-Core Processor),128,64,2,2,496&nbsp;&nbsp;&nbsp;,516&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6346, 3.10 GHz)",64,32,2,2,280&nbsp;&nbsp;&nbsp;,289&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7343 16-Core Processor),64,32,2,2,317&nbsp;&nbsp;&nbsp;,327&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 7453 28-Core Processor),112,56,2,2,433&nbsp;&nbsp;&nbsp;,451&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7525 (AMD EPYC 72F3 8-Core Processor),32,16,2,2,183&nbsp;&nbsp;&nbsp;,187&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R7515 (AMD EPYC 7513 32-Core Processor),64,32,1,2,252&nbsp;&nbsp;&nbsp;,263&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Silver 4310, 2.10 GHz)",48,24,2,2,169&nbsp;&nbsp;&nbsp;,174&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7513 32-Core Processor),64,32,1,2,222&nbsp;&nbsp;&nbsp;,236&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6330, 2.00 GHz)",112,56,2,2,360&nbsp;&nbsp;&nbsp;,374&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6338, 2.00 GHz)",128,64,2,2,407&nbsp;&nbsp;&nbsp;,423&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7313P 16-Core Processor),32,16,1,2,153&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7513 32-Core Processor),128,64,2,2,498&nbsp;&nbsp;&nbsp;,518&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Platinum 8352S, 2.20 GHz)",128,64,2,2,423&nbsp;&nbsp;&nbsp;,440&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7443 24-Core Processor),96,48,2,2,429&nbsp;&nbsp;&nbsp;,442&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,220&nbsp;&nbsp;&nbsp;,229&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7513 32-Core Processor),128,64,2,2,502&nbsp;&nbsp;&nbsp;,522&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6338N, 2.20 GHz)",128,64,2,2,409&nbsp;&nbsp;&nbsp;,425&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6525 (AMD EPYC 7763 64-Core Processor),256,128,2,2,822&nbsp;&nbsp;&nbsp;,872&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Platinum 8352S, 2.20 GHz)",128,64,2,2,423&nbsp;&nbsp;&nbsp;,440&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 xa (Intel Xeon Gold 6338, 2.00 GHz)",128,64,2,2,403&nbsp;&nbsp;&nbsp;,418&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge C6525 (AMD EPYC 7443P 24-Core Processor),48,24,1,2,211&nbsp;&nbsp;&nbsp;,218&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7713P 64-Core Processor),128,64,1,2,378&nbsp;&nbsp;&nbsp;,399&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6338N, 2.20 GHz)",128,64,2,2,402&nbsp;&nbsp;&nbsp;,417&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6338, 2.00 GHz)",128,64,2,2,393&nbsp;&nbsp;&nbsp;,407&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6338N, 2.20 GHz)",128,64,2,2,398&nbsp;&nbsp;&nbsp;,413&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7313P 16-Core Processor),32,16,1,2,155&nbsp;&nbsp;&nbsp;,157&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7443P 24-Core Processor),48,24,1,2,214&nbsp;&nbsp;&nbsp;,221&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7513 32-Core Processor),64,32,1,2,251&nbsp;&nbsp;&nbsp;,260&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,PowerEdge R6515 (AMD EPYC 7543P 32-Core Processor),64,32,1,2,277&nbsp;&nbsp;&nbsp;,287&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6330N, 2.20 GHz)",112,56,2,2,349&nbsp;&nbsp;&nbsp;,363&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6312U, 2.40 GHz)",48,24,1,2,181&nbsp;&nbsp;&nbsp;,188&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Silver 4316, 2.30 GHz)",80,40,2,2,271&nbsp;&nbsp;&nbsp;,281&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Silver 4309Y, 2.80 GHz)",32,16,2,2,130&nbsp;&nbsp;&nbsp;,134&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Silver 4309Y, 2.80 GHz)",32,16,2,2,129&nbsp;&nbsp;&nbsp;,133&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Silver 4310T, 2.30 GHz)",40,20,2,2,146&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Silver 4310, 2.10 GHz)",48,24,2,2,168&nbsp;&nbsp;&nbsp;,173&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5318Y, 2.10 GHz)",96,48,2,2,315&nbsp;&nbsp;&nbsp;,326&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5318S, 2.10 GHz)",96,48,2,2,314&nbsp;&nbsp;&nbsp;,326&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5320T, 2.30 GHz)",80,40,2,2,283&nbsp;&nbsp;&nbsp;,294&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6342, 2.80 GHz)",96,48,2,2,374&nbsp;&nbsp;&nbsp;,388&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 6312U, 2.40 GHz)",48,24,1,2,176&nbsp;&nbsp;&nbsp;,182&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Silver 4314, 2.40 GHz)",64,32,2,2,228&nbsp;&nbsp;&nbsp;,236&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Silver 4316, 2.30 GHz)",80,40,2,2,277&nbsp;&nbsp;&nbsp;,286&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5315Y, 3.20 GHz)",32,16,2,2,139&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5317, 3.00 GHz)",48,24,2,2,196&nbsp;&nbsp;&nbsp;,203&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5318N, 2.10 GHz)",96,48,2,2,302&nbsp;&nbsp;&nbsp;,314&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5318S, 2.10 GHz)",96,48,2,2,316&nbsp;&nbsp;&nbsp;,327&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5318Y, 2.10 GHz)",96,48,2,2,315&nbsp;&nbsp;&nbsp;,327&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5320T, 2.30 GHz)",80,40,2,2,282&nbsp;&nbsp;&nbsp;,293&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 5320, 2.20 GHz)",104,52,2,2,356&nbsp;&nbsp;&nbsp;,370&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6312U, 2.40 GHz)",48,24,1,2,179&nbsp;&nbsp;&nbsp;,186&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Platinum 8368, 2.40 GHz)",152,76,2,2,497&nbsp;&nbsp;&nbsp;,513&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6314U, 2.30 GHz)",64,32,1,2,221&nbsp;&nbsp;&nbsp;,229&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6326, 2.90 GHz)",64,32,2,2,261&nbsp;&nbsp;&nbsp;,271&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6330N, 2.20 GHz)",112,56,2,2,352&nbsp;&nbsp;&nbsp;,365&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6334, 3.60 GHz)",32,16,2,2,147&nbsp;&nbsp;&nbsp;,152&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6334, 3.60 GHz)",32,16,2,2,146&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6336Y, 2.40 GHz)",96,48,2,2,344&nbsp;&nbsp;&nbsp;,357&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6330N, 2.20 GHz)",112,56,2,2,353&nbsp;&nbsp;&nbsp;,366&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge C6520 (Intel Xeon Gold 6338T, 2.10 GHz)",96,48,2,2,323&nbsp;&nbsp;&nbsp;,335&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 5318Y, 2.10 GHz)",96,48,2,2,315&nbsp;&nbsp;&nbsp;,327&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 5320T, 2.30 GHz)",80,40,2,2,279&nbsp;&nbsp;&nbsp;,289&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Silver 4309Y, 2.80 GHz)",32,16,2,2,125&nbsp;&nbsp;&nbsp;,129&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Silver 4310T, 2.30 GHz)",40,20,2,2,147&nbsp;&nbsp;&nbsp;,152&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Silver 4314, 2.40 GHz)",64,32,2,2,230&nbsp;&nbsp;&nbsp;,238&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Silver 4316, 2.30 GHz)",80,40,2,2,274&nbsp;&nbsp;&nbsp;,284&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Silver 4316, 2.30 GHz)",80,40,2,2,278&nbsp;&nbsp;&nbsp;,289&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Silver 4314, 2.40 GHz)",64,32,2,2,230&nbsp;&nbsp;&nbsp;,238&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge MX750c (Intel Xeon Gold 5317, 3.00 GHz)",48,24,2,2,200&nbsp;&nbsp;&nbsp;,207&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Silver 4310T, 2.30 GHz)",40,20,2,2,141&nbsp;&nbsp;&nbsp;,146&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Silver 4309Y, 2.80 GHz)",32,16,2,2,130&nbsp;&nbsp;&nbsp;,135&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6342, 2.80 GHz)",96,48,2,2,378&nbsp;&nbsp;&nbsp;,392&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 6342, 2.80 GHz)",96,48,2,2,373&nbsp;&nbsp;&nbsp;,387&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 5315Y, 3.20 GHz)",32,16,2,2,139&nbsp;&nbsp;&nbsp;,144&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 6338T, 2.10 GHz)",96,48,2,2,319&nbsp;&nbsp;&nbsp;,331&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6336Y, 2.40 GHz)",96,48,2,2,351&nbsp;&nbsp;&nbsp;,364&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Silver 4310, 2.10 GHz)",48,24,2,2,163&nbsp;&nbsp;&nbsp;,169&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 6312U, 2.40 GHz)",48,24,1,2,180&nbsp;&nbsp;&nbsp;,186&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 6334, 3.60 GHz)",32,16,2,2,146&nbsp;&nbsp;&nbsp;,151&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 5317, 3.00 GHz)",48,24,2,2,201&nbsp;&nbsp;&nbsp;,209&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750xa (Intel Xeon Gold 5318S, 2.10 GHz)",96,48,2,2,313&nbsp;&nbsp;&nbsp;,324&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Silver 4309Y, 2.80 GHz)",32,16,2,2,131&nbsp;&nbsp;&nbsp;,136&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Silver 4314, 2.40 GHz)",64,32,2,2,233&nbsp;&nbsp;&nbsp;,241&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 5315Y, 3.20 GHz)",32,16,2,2,139&nbsp;&nbsp;&nbsp;,143&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Silver 4316, 2.30 GHz)",80,40,2,2,278&nbsp;&nbsp;&nbsp;,289&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Silver 4310, 2.10 GHz)",48,24,2,2,168&nbsp;&nbsp;&nbsp;,174&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 5320, 2.20 GHz)",104,52,2,2,357&nbsp;&nbsp;&nbsp;,370&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 5317, 3.00 GHz)",48,24,2,2,202&nbsp;&nbsp;&nbsp;,210&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 5318Y, 2.10 GHz)",96,48,2,2,314&nbsp;&nbsp;&nbsp;,326&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Gold 6336Y, 2.40 GHz)",96,48,2,2,349&nbsp;&nbsp;&nbsp;,362&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 5320, 2.20 GHz)",104,52,2,2,357&nbsp;&nbsp;&nbsp;,371&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R650 (Intel Xeon Silver 4314, 2.40 GHz)",64,32,2,2,231&nbsp;&nbsp;&nbsp;,239&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge R750 (Intel Xeon Gold 6326, 2.90 GHz)",64,32,2,2,262&nbsp;&nbsp;&nbsp;,271&nbsp;&nbsp;&nbsp;,--,--
Dell Inc.,"PowerEdge XR12 (Intel Xeon Gold 5317, 3.00 GHz)",24,12,1,2,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;,--,--
