,TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
5213,Huawei,Huawei XH622 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,0.0,0.0
5214,Huawei,Huawei XH628 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,0.0,0.0
5215,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5216,Huawei,Huawei 5288 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5217,Huawei,Huawei XH620 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5218,Huawei,Huawei XH622 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5219,Huawei,Huawei XH628 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5220,Huawei,Huawei XH620 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5221,Huawei,Huawei XH622 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5222,Huawei,Huawei XH628 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5223,Huawei,Huawei 5288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5224,Huawei,Huawei RH1288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5225,Huawei,Huawei RH2288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5226,Huawei,Huawei XH620 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5227,Huawei,Huawei XH622 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5228,Huawei,Huawei XH628 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5229,Huawei,Huawei 5288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5230,Huawei,Huawei RH1288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5231,Huawei,Huawei RH2288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5232,Huawei,Huawei CH121 V3 (Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5233,Huawei,Huawei CH222 V3 (Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5234,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5235,Huawei,Huawei CH121 V3 (Intel Xeon E5-2640 v4),Yes,20,2,10,1,0.0,0.0
5236,Huawei,Huawei CH121 V3 (Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5237,Huawei,Huawei CH222 V3 (Intel Xeon E5-2640 v4),Yes,20,2,10,1,0.0,0.0
5238,Huawei,Huawei CH222 V3 (Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5239,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2640 v4),Yes,20,2,10,1,0.0,0.0
5240,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2609 v4),Yes,16,2,8,1,0.0,0.0
5241,Huawei,Huawei CH121 V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,0.0,0.0
5242,Huawei,Huawei CH121 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,0.0,0.0
5243,Huawei,Huawei CH222 V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,0.0,0.0
5244,Huawei,Huawei CH222 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,0.0,0.0
5245,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,0.0,0.0
5246,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,0.0,0.0
5247,Huawei,Huawei RH5885H V3 (Intel Xeon E7-8891 v4),Yes,40,4,10,1,115.0,-1.0
5248,Huawei,Huawei 5288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5249,Huawei,Huawei RH1288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5250,Huawei,Huawei RH2288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5251,Huawei,Huawei XH620 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5252,Huawei,Huawei XH622 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5253,Huawei,Huawei XH628 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5254,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5255,Huawei,Huawei CH222 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5256,Huawei,Huawei CH121 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5257,Huawei,Huawei CH225 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5258,Huawei,Huawei CH226 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5259,Huawei,Huawei XH620 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5260,Huawei,Huawei XH622 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5261,Huawei,Huawei XH628 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,0.0,0.0
5262,Huawei,Huawei RH2288 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5263,Huawei,Huawei XH628 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5264,Huawei,Huawei XH622 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5265,Huawei,Huawei XH620 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5266,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5267,Huawei,Huawei 5288 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,0.0,0.0
5268,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,0.0,0.0
5269,Huawei,Huawei CH121 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,0.0,0.0
5270,Huawei,Huawei CH222 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,0.0,0.0
5271,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5272,Huawei,Huawei CH121 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5273,Huawei,Huawei CH222 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5274,Huawei,Huawei 5288 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5275,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5276,Huawei,Huawei RH2288 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5277,Huawei,Huawei XH620 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5278,Huawei,Huawei XH622 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5279,Huawei,Huawei XH628 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5280,Huawei,Huawei XH628 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5281,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5282,Huawei,Huawei 5288 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5283,Huawei,Huawei XH620 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5284,Huawei,Huawei XH622 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5285,Huawei,Huawei XH620 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,0.0,0.0
5286,Huawei,Huawei XH622 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,0.0,0.0
5287,Huawei,Huawei XH628 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,0.0,0.0
5288,Huawei,Huawei XH628 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5289,Huawei,Huawei RH2288 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5290,Huawei,Huawei 5288 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5291,Huawei,Huawei XH620 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5292,Huawei,Huawei XH622 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5293,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5294,Huawei,Huawei CH242 V3 (Intel Xeon E7-4830 v3),Yes,48,4,12,2,86.2,92.1
5295,Huawei,Huawei CH225 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,0.0,0.0
5296,Huawei,Huawei CH226 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,0.0,0.0
5297,Huawei,Huawei CH225 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,0.0,0.0
5298,Huawei,Huawei CH226 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,0.0,0.0
5299,Huawei,Huawei CH226 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5300,Huawei,Huawei CH225 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,0.0,0.0
5301,Huawei,Huawei CH226 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5302,Huawei,Huawei CH225 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,0.0,0.0
5303,Huawei,Huawei CH226 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,0.0,0.0
5304,Huawei,Huawei CH225 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,0.0,0.0
5305,Huawei,Huawei CH226 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5306,Huawei,Huawei CH225 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,0.0,0.0
5307,Huawei,Huawei CH225 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,0.0,0.0
5308,Huawei,Huawei CH226 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,0.0,0.0
5309,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5310,Huawei,Huawei CH121 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5311,Huawei,Huawei CH222 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5312,Huawei,Huawei CH225 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5313,Huawei,Huawei CH226 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,0.0,0.0
5314,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,0.0,0.0
5315,Huawei,Huawei CH121 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,0.0,0.0
5316,Huawei,Huawei CH222 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,0.0,0.0
5317,Huawei,Huawei CH225 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,0.0,0.0
5318,Huawei,Huawei CH226 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,0.0,0.0
5319,Huawei,Huawei CH220 V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,0.0,0.0
5320,Huawei,Huawei CH220 V3 (Intel Xeon E5-2650 v4),Yes,24,2,12,1,0.0,0.0
5321,Huawei,Huawei CH220 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,0.0,0.0
5322,Huawei,Huawei CH220 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,0.0,0.0
5323,Huawei,Huawei CH220 V3 (Intel Xeon E5-2630 v4),Yes,20,2,10,1,0.0,0.0
5324,Huawei,Huawei CH220 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,0.0,0.0
5325,Huawei,Huawei CH220 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,0.0,0.0
5326,Huawei,Huawei CH220 V3 (Intel Xeon E5-2623 v4),Yes,8,2,4,1,0.0,0.0
5327,Huawei,Huawei CH220 V3 (Intel Xeon E5-2603 v4),Yes,12,2,6,1,0.0,0.0
5328,Huawei,Huawei CH226 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5329,Huawei,Huawei CH225 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,0.0,0.0
5330,Huawei,Huawei XH620 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.9,67.7
5331,Huawei,Huawei 5288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.9,67.6
5332,Huawei,Huawei RH2288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.8,67.5
5333,Huawei,Huawei RH1288 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.8,67.6
5334,Huawei,Huawei XH628 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.9,67.7
5335,Huawei,Huawei XH622 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.9,67.7
5336,Huawei,Huawei XH620 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,70.8
5337,Huawei,Huawei RH2288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.5,70.6
5338,Huawei,Huawei RH1288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,71.0
5339,Huawei,Huawei 5288 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,70.7
5340,Huawei,Huawei XH628 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,70.8
5341,Huawei,Huawei XH622 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,70.8
5342,Huawei,Huawei CH222 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,101.0,107.0
5343,Huawei,Huawei CH121 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,101.0,107.0
5344,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,101.0,107.0
5345,Huawei,Huawei CH226 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5346,Huawei,Huawei CH225 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5347,Huawei,Huawei RH2288 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,108.0
5348,Huawei,Huawei XH622 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5349,Huawei,Huawei XH628 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5350,Huawei,Huawei XH620 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5351,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2695 v4),Yes,36,2,18,1,102.0,107.0
5352,Huawei,Huawei CH222 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,112.0,119.0
5353,Huawei,Huawei CH121 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,112.0,119.0
5354,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,112.0,119.0
5355,Huawei,Huawei CH140 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,95.5,101.0
5356,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,112.0,119.0
5357,Huawei,Huawei CH226 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,113.0,119.0
5358,Huawei,Huawei CH225 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,113.0,119.0
5359,Huawei,Huawei CH222 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,113.0,119.0
5360,Huawei,Huawei CH121 V3 (Intel Xeon E5-2697 v4),Yes,36,2,18,1,113.0,119.0
5361,Huawei,Huawei CH222 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,98.5,105.0
5362,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,98.4,104.0
5363,Huawei,Huawei CH121 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,94.8,99.9
5364,Huawei,Huawei CH222 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,94.8,99.9
5365,Huawei,Huawei CH225 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,94.6,99.5
5366,Huawei,Huawei CH226 V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,94.6,99.5
5367,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2620 v4),Yes,16,2,8,1,94.3,99.4
5368,Huawei,Huawei CH121 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,91.8,97.0
5369,Huawei,Huawei CH222 V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,91.8,97.0
5370,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2630L v4),Yes,20,2,10,1,92.4,97.9
5371,Huawei,Huawei CH121 V3 (Intel Xeon E5-2618L v4),Yes,20,2,10,1,98.5,105.0
5372,Huawei,Huawei XH622 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5373,Huawei,Huawei XH628 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5374,Huawei,Huawei XH620 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5375,Huawei,Huawei XH321 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.8,67.5
5376,Huawei,Huawei CH220 V3(Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.8,67.6
5377,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,108.0,115.0
5378,Huawei,Huawei CH121 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,108.0,115.0
5379,Huawei,Huawei CH222 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,108.0,115.0
5380,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,109.0,114.0
5381,Huawei,Huawei CH121 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,109.0,115.0
5382,Huawei,Huawei CH222 V3 (Intel Xeon E5-2690 v4),Yes,28,2,14,1,109.0,115.0
5383,Huawei,Huawei CH220 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,70.9
5384,Huawei,Huawei XH321 V3(Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.8,71.0
5385,Huawei,Huawei CH121 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,101.0,107.0
5386,Huawei,Huawei CH222 V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,101.0,107.0
5387,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2683 v4),Yes,32,2,16,1,101.0,106.0
5388,Huawei,Huawei RH1288 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,88.9,92.9
5389,Huawei,Huawei RH2288 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,88.7,92.7
5390,Huawei,Huawei XH620 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,89.0,92.8
5391,Huawei,Huawei XH622 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,89.0,92.8
5392,Huawei,Huawei XH628 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,89.0,92.8
5393,Huawei,Huawei 5288 V3(Intel Xeon E5-2623 v4),Yes,8,2,4,1,89.3,93.0
5394,Huawei,Huawei RH1288 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,100.0,106.0
5395,Huawei,Huawei RH2288 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,100.0,105.0
5396,Huawei,Huawei XH620 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,100.0,106.0
5397,Huawei,Huawei XH622 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,100.0,106.0
5398,Huawei,Huawei XH628 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,100.0,106.0
5399,Huawei,Huawei 5288 V3(Intel Xeon E5-2630 v4),Yes,20,2,10,1,99.9,105.0
5400,Huawei,Huawei CH121 V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,109.0,114.0
5401,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2680 v4),Yes,28,2,14,1,109.0,114.0
5402,Huawei,Huawei XH622 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,109.0,116.0
5403,Huawei,Huawei XH628 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,109.0,116.0
5404,Huawei,Huawei XH620 V3 (Intel Xeon E5-2698 v4),Yes,40,2,20,1,109.0,116.0
5405,Huawei,Huawei CH121 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5406,Huawei,Huawei CH225 V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5407,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2697A v4),Yes,32,2,16,1,108.0,113.0
5408,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,117.0,121.0
5409,Huawei,Huawei CH121 V3 (Intel Xeon E5-2667 v4),Yes,16,2,8,1,117.0,121.0
5410,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2609 v4),Yes,16,2,8,1,68.3,70.3
5411,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2640 v4),Yes,20,2,10,1,104.0,109.0
5412,Huawei,Huawei XH620 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,109.0,115.0
5413,Huawei,Huawei XH628 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,109.0,115.0
5414,Huawei,Huawei XH622 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,109.0,115.0
5415,Huawei,Huawei CH220 V3 (Intel Xeon E5-2699 v4),Yes,44,2,22,1,109.0,116.0
5416,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,113.0,117.0
5417,Huawei,Huawei CH121 V3 (Intel Xeon E5-2643 v4),Yes,12,2,6,1,113.0,117.0
5418,Huawei,Huawei 5288 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5419,Huawei,Huawei RH1288 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5420,Huawei,Huawei RH2288 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5421,Huawei,Huawei XH620 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5422,Huawei,Huawei XH622 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5423,Huawei,Huawei XH628 V3(Intel Xeon E5-2618L v4),Yes,20,2,10,1,100.0,106.0
5424,Huawei,Huawei 5288 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,96.1,101.0
5425,Huawei,Huawei RH1288 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,95.8,101.0
5426,Huawei,Huawei RH2288 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,96.0,101.0
5427,Huawei,Huawei XH620 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,95.2,100.0
5428,Huawei,Huawei XH622 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,95.2,100.0
5429,Huawei,Huawei XH628 V3(Intel Xeon E5-2620 v4),Yes,16,2,8,1,95.2,100.0
5430,Huawei,Huawei RH2288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,93.7,99.5
5431,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2603 v4),Yes,12,2,6,1,65.5,67.3
5432,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,105.0,111.0
5433,Huawei,Huawei CH121 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,105.0,111.0
5434,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2650 v4),Yes,24,2,12,1,102.0,106.0
5435,Huawei,Huawei CH225 V3 (Intel Xeon E5-2650 v4),Yes,24,2,12,1,102.0,106.0
5436,Huawei,Huawei CH121 V3 (Intel Xeon E5-2650 v4),Yes,24,2,12,1,102.0,106.0
5437,Huawei,Huawei 5288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,94.2,99.8
5438,Huawei,Huawei RH1288 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,94.1,99.7
5439,Huawei,Huawei XH620 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,93.9,99.6
5440,Huawei,Huawei XH622 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,93.9,99.6
5441,Huawei,Huawei XH628 V3(Intel Xeon E5-2630L v4),Yes,20,2,10,1,93.9,99.6
5442,Huawei,Huawei 5288 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5443,Huawei,Huawei RH1288 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5444,Huawei,Huawei RH2288 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5445,Huawei,Huawei XH620 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5446,Huawei,Huawei XH622 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5447,Huawei,Huawei XH628 V3(Intel Xeon E5-2640 v4),Yes,20,2,10,1,105.0,111.0
5448,Huawei,Huawei 5288 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,106.0,109.0
5449,Huawei,Huawei RH1288 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,106.0,109.0
5450,Huawei,Huawei XH622 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,105.0,109.0
5451,Huawei,Huawei XH628 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,105.0,109.0
5452,Huawei,Huawei XH620 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,105.0,109.0
5453,Huawei,Huawei CH225 V3 (Intel Xeon E5-2660 v4),Yes,28,2,14,1,105.0,111.0
5454,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,107.0,110.0
5455,Huawei,Huawei CH121 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,107.0,110.0
5456,Huawei,Huawei CH222 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,107.0,110.0
5457,Huawei,Huawei CH225 V3 (Intel Xeon E5-2637 v4),Yes,8,2,4,1,107.0,110.0
5458,Huawei,Huawei CH225 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,86.3,91.4
5459,Huawei,Huawei CH121 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,86.4,91.3
5460,Huawei,Huawei CH222 V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,86.4,91.3
5461,Huawei,Huawei RH2288H V3 (Intel Xeon E5-2650L v4),Yes,28,2,14,1,86.7,91.6
