,TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
17,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2690 v3, 2.60 GHz)",Yes,24,2,12,1,111.0,115.0
18,ACTION S.A.,"ACTINA SOLAR 202 S6 (Intel Xeon E5-2697 v3, 2.60 GHz)",Yes,28,2,14,1,109.0,114.0
19,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2698 v3, 2.30 GHz)",Yes,32,2,16,1,104.0,110.0
20,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2698 v3, 2.30 GHz)",Yes,32,2,16,1,105.0,110.0
21,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2697 v3, 2.60 GHz)",Yes,28,2,14,1,109.0,114.0
22,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2698 v3, 2.30 GHz)",Yes,32,2,16,1,105.0,111.0
23,ACTION S.A.,"ACTINA SOLAR 110 S6 (Intel Xeon E3-1220 v3, 3.10 GHz)",Yes,4,1,4,1,72.4,73.7
24,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2699 v3, 2.30 GHz)",Yes,36,2,18,1,104.0,110.0
25,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2699 v3, 2.30 GHz)",Yes,36,2,18,1,104.0,110.0
26,ACTION S.A.,"ACTINA SOLAR 220 S6 (Intel Xeon E5-2637 v3, 3.50 GHz)",Yes,8,2,4,1,104.0,108.0
27,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2650 v4, 2.20 GHz)",Yes,24,2,12,1,107.0,112.0
28,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2620 v4, 2.10 GHz)",Yes,16,2,8,1,98.8,105.0
29,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2630 v4, 2.20 GHz)",Yes,20,2,10,1,105.0,111.0
30,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2620 v4, 2.10 GHz)",Yes,16,2,8,1,98.8,105.0
31,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2630 v4, 2.20 GHz)",Yes,20,2,10,1,105.0,111.0
32,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2603 v4, 1.70 GHz)",Yes,12,2,6,1,68.1,70.2
33,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",Yes,24,2,12,1,106.0,111.0
34,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2603 v4, 1.70 GHz)",Yes,12,2,6,1,68.3,70.1
35,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",Yes,24,2,12,1,106.0,111.0
36,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2640 v4, 2.40 GHz)",Yes,20,2,10,1,106.0,111.0
37,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2640 v4, 2.40 GHz)",Yes,20,2,10,1,106.0,111.0
38,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",Yes,24,2,12,1,102.0,106.0
39,ACTION S.A.,"ACTINA SOLAR 232 S6 (Intel Xeon E5-2603 v4, 1.70 GHz)",Yes,12,2,6,1,67.3,68.6
40,ACTION S.A.,"ACTINA SOLAR 210 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",Yes,24,2,12,1,102.0,106.0
41,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2620 v4, 2.10 GHz)",Yes,16,2,8,1,96.0,100.0
42,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2630 v4, 2.20 GHz)",Yes,20,2,10,1,101.0,105.0
43,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2640 v4, 2.40 GHz)",Yes,20,2,10,1,106.0,111.0
44,ASUSTeK Computer Inc.,ASUS DSEB-DG Server Motherboard (Intel XEON X5482),Yes,8,2,4,1,21.2,25.1
45,ASUSTeK Computer Inc.,ASUS DSEB-DG server motherboard (Intel Xeon X5492),Yes,8,2,4,1,27.4,28.6
46,ASUSTeK Computer Inc.,ASUS P6T WS PRO workstation motherboard (Intel Core i7-965 Extreme Edition),Yes,4,1,4,2,37.4,39.3
47,ASUSTeK Computer Inc.,ASUS P6T6 WS REVOLUTION workstation motherboard (Intel Core i7-965 Extreme Edition),Yes,4,1,4,2,38.5,39.7
48,ASUSTeK Computer Inc.,ASUS Z8PE-D12X server motherboard (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.7
49,ASUSTeK Computer Inc.,ASUS RS700-E6 server system (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.6
50,ASUSTeK Computer Inc.,ASUS Z8NA-D6 server motherboard (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.8
51,ASUSTeK Computer Inc.,ASUS TS700-E6 (Z8PE-D12X) server system (Intel Xeon W5580),Yes,8,2,4,2,39.7,42.0
52,ASUSTeK Computer Inc.,ASUS RS500-E6/RS520-E6 (Z8NR-D12) server system (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.8
53,ASUSTeK Computer Inc.,ASUS RS700D (Z8NH-D12) server system (Intel Xeon X5570),Yes,8,2,4,2,39.2,40.8
54,ASUSTeK Computer Inc.,ASUS Z8PE-D18 server motherboard (Intel Xeon X5570),Yes,8,2,4,2,38.5,40.8
55,ASUSTeK Computer Inc.,ASUS TS500-E6 (Z8NA-D6) server system (Intel Xeon X5570),Yes,8,2,4,2,38.6,40.8
56,ASUSTeK Computer Inc.,ASUS TS300-E6 (P7F-E) server system (Intel Xeon X3470),Yes,4,1,4,2,37.8,39.8
57,ASUSTeK Computer Inc.,ASUS RS300-E6 (P7F-E) server system (Intel Xeon X3470),Yes,4,1,4,2,37.8,39.8
58,ASUSTeK Computer Inc.,ASUS RS100-E6 (P7F-M) server system (Intel Xeon X3470),Yes,4,1,4,2,38.1,40.1
59,ASUSTeK Computer Inc.,ASUS TS100-E6 (P7F-X) server system (Intel Xeon X3470),Yes,4,1,4,2,38.1,40.1
60,ASUSTeK Computer Inc.,ASUS TS700-E6 (Z8PE-D12X) server system (Intel Xeon X5680),Yes,12,2,6,2,44.9,48.1
61,ASUSTeK Computer Inc.,ASUS RS700-E6 server system (Intel Xeon X5680),Yes,12,2,6,2,45.2,48.0
62,ASUSTeK Computer Inc.,ASUS RS700D-E6 (Z8NH-D12) server system (Intel Xeon X5680),Yes,12,2,6,2,45.1,48.0
63,ASUSTeK Computer Inc.,ASUS RS520-E6 (Z8NR-D12) server system (Intel Xeon X5680),Yes,12,2,6,2,44.9,47.7
64,ASUSTeK Computer Inc.,ASUS RS500-E6 (Z8NR-D12) server system (Intel Xeon X5680),Yes,12,2,6,2,44.9,47.7
65,ASUSTeK Computer Inc.,ASUS TS300-E6 (P7F-E) server system (Intel Xeon X3440),Yes,4,1,4,2,32.6,34.3
66,ASUSTeK Computer Inc.,ASUS TS500-E6 (Z8NA-D6) server system (Intel Xeon X5670),Yes,12,2,6,2,42.8,45.5
67,ASUSTeK Computer Inc.,ASUS RS704D-E6 (Z8PH-D12 SE/QDR) server system (Intel Xeon X5680),Yes,12,2,6,2,45.0,48.0
68,ASUSTeK Computer Inc.,ASUS RS720-E6 (Z8PE-D18) server system (Intel Xeon X5680),Yes,12,2,6,2,45.2,48.0
69,ASUSTeK Computer Inc.,"ASUS RS300-E7(P8B-E/4L) Server System (Intel Xeon E3-1280, 3.50 GHz)",Yes,4,1,4,2,58.9,61.1
70,ASUSTeK Computer Inc.,"ASUS RS100-E7(P8B-M) Server System (Intel Xeon E3-1280, 3.50 GHz)",Yes,4,1,4,2,58.8,61.1
71,ASUSTeK Computer Inc.,"ASUS ESC4000(Z8PG-D18) Server System (Intel Xeon X5690, 3.46 GHz)",Yes,12,2,6,2,60.0,63.6
72,ASUSTeK Computer Inc.,"ASUS RS720Q-E6(Z8NH-D12) Server System (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,57.2,59.3
73,ASUSTeK Computer Inc.,ASUS TS700-E7(Z9PE-D16) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,84.7,89.4
74,ASUSTeK Computer Inc.,ASUS RS720-E7(Z9PE-D16) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,89.6,94.1
75,ASUSTeK Computer Inc.,ASUS RS720-X7(Z9PR-D12) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,85.8,90.6
76,ASUSTeK Computer Inc.,ASUS RS920-E7(Z9PX-Q32) Server System (Intel Xeon E5-4650),Yes,32,4,8,2,0.0,0.0
77,ASUSTeK Computer Inc.,ASUS RS700-X7(Z9PR-D12) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,85.8,90.6
78,ASUSTeK Computer Inc.,ASUS RS700-E7(Z9PP-D24) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,88.3,93.3
79,ASUSTeK Computer Inc.,ASUS RS724Q-E7(Z9PH-D16) Server System (Intel Xeon E5-2670),Yes,16,2,8,2,81.9,86.2
80,ASUSTeK Computer Inc.,ASUS RS500-E7 (Z9NR-D12) Server System (Intel Xeon E5-2470),Yes,16,2,8,2,73.6,77.3
81,ASUSTeK Computer Inc.,ASUS RS920-E7 (Z9PX-Q32) Server System (Intel Xeon E5-4650),Yes,32,4,8,2,76.6,81.9
82,ASUSTeK Computer Inc.,ASUS ESC4000 G2 (Z9PG-D16) Server System (Intel Xeon E5-2690),Yes,16,2,8,2,88.7,93.7
83,ASUSTeK Computer Inc.,ASUS RS700-E7(Z9PP-D24) Server System (Intel Xeon E5-2620),Yes,12,2,6,2,62.9,66.2
84,ASUSTeK Computer Inc.,ASUS RS500-E8(Z10PR-D16) Server System (Intel Xeon E5-2699 v3),Yes,36,2,18,2,104.0,110.0
85,ASUSTeK Computer Inc.,ASUS TS700-E8(Z10PE-D16WS) Server System (Intel Xeon E5-2699 v3),Yes,36,2,18,2,111.0,117.0
86,ASUSTeK Computer Inc.,ASUS TS700-E8(Z10PE-D16WS) Server System (Intel Xeon E5-2667 v3),Yes,16,2,8,2,118.0,122.0
87,ASUSTeK Computer Inc.,"ASUS RS700-E9(Z11PP-D24) Server System (2.70 GHz, Intel Xeon Gold 6150)",Yes,36,2,18,1,146.0,151.0
88,ASUSTeK Computer Inc.,"ASUS RS700-E9(Z11PP-D24) Server System (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,2,28,1,144.0,151.0
89,Acer Incorporated,Gateway GR160 F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.6
90,Acer Incorporated,Gateway GR160 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.2,40.7
91,Acer Incorporated,Acer AR160 F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.6
92,Acer Incorporated,Acer AR160 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.2,40.7
93,Acer Incorporated,Gateway GT110 F1 (Intel Xeon E3110),Yes,2,1,2,1,23.3,24.2
94,Acer Incorporated,Acer AT110 F1 (Intel Xeon E3110),Yes,2,1,2,1,23.3,24.2
95,Acer Incorporated,Gateway GT110 F1 (Intel Xeon X3380),Yes,4,1,4,1,25.5,26.3
96,Acer Incorporated,Acer AT110 F1 (Intel Xeon X3380),Yes,4,1,4,1,25.5,26.3
97,Acer Incorporated,Gateway GW1000-GW170 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.1,40.6
98,Acer Incorporated,Acer AW1000-AW170 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.1,40.6
99,Acer Incorporated,Gateway GW1000-GW170 F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.7
100,Acer Incorporated,Acer AW1000-AW170 F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.7
101,Acer Incorporated,Gateway GW2000h-GW170h F1 (Intel Xeon X5570),Yes,8,2,4,2,38.4,41.0
102,Acer Incorporated,Acer AW2000h-AW170h F1 (Intel Xeon X5570),Yes,8,2,4,2,38.4,41.0
103,Acer Incorporated,Gateway GW2000h-GW170h F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.6
104,Acer Incorporated,Acer AW2000h-AW170h F1 (Intel Xeon E5502),Yes,4,2,2,1,20.7,21.6
105,Acer Incorporated,Gateway GT350 F1 (Intel Xeon E5520),Yes,8,2,4,2,29.5,31.3
106,Acer Incorporated,Gateway GT350 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.3
107,Acer Incorporated,Acer AT350 F1 (Intel Xeon X5570),Yes,8,2,4,2,38.4,40.3
108,Acer Incorporated,Acer AT350 F1 (Intel Xeon E5520),Yes,8,2,4,2,29.5,31.3
109,Acer Incorporated,Gateway GT310 F1 (Intel Xeon X3430),Yes,4,1,4,1,30.4,31.8
110,Acer Incorporated,Acer AR320 F1 (Intel Xeon X3430),Yes,4,1,4,1,30.4,31.8
111,Acer Incorporated,Acer AR320 F1 (Intel Xeon X3470),Yes,4,1,4,2,36.8,38.6
112,Acer Incorporated,Acer AT310 F1 (Intel Xeon X3430),Yes,4,1,4,1,30.4,31.8
113,Acer Incorporated,Acer AT310 F1 (Intel Xeon X3470),Yes,4,1,4,2,36.8,38.6
114,Acer Incorporated,Gateway GR320 F1 (Intel Xeon X3470),Yes,4,1,4,2,36.8,38.6
115,Acer Incorporated,Gateway GT310 F1 (Intel Xeon X3470),Yes,4,1,4,2,36.8,38.6
116,Acer Incorporated,Gateway GR320 F1 (Intel Xeon X3430),Yes,4,1,4,1,30.4,31.8
117,Acer Incorporated,Gateway GR380 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,44.1
118,Acer Incorporated,Acer AR380 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,44.1
119,Acer Incorporated,Gateway GR360 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,44.1
120,Acer Incorporated,Acer AR360 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,44.1
121,Acer Incorporated,Gateway GT350 F1(Intel Xeon E5502),Yes,4,2,2,1,22.6,24.3
122,Acer Incorporated,Acer AT350 F1(Intel Xeon E5502),Yes,4,2,2,1,22.6,24.3
123,Acer Incorporated,Gateway GR380 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.6
124,Acer Incorporated,Acer AR380 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.6
125,Acer Incorporated,Gateway GR360 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.6
126,Acer Incorporated,Acer AR360 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.6
127,Acer Incorporated,Gateway GR180 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,43.7
128,Acer Incorporated,Gateway GR180 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.4
129,Acer Incorporated,Acer AR180 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.7,43.7
130,Acer Incorporated,Acer AR180 F1(Intel Xeon E5502),Yes,4,2,2,1,23.1,24.4
131,Acer Incorporated,"Gateway GB460 F1 (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,41.9,44.6
132,Acer Incorporated,"Gateway GB460 F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,23.0,24.6
133,Acer Incorporated,"Gateway GB460 F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
134,Acer Incorporated,"Acer AB460 F1 (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,41.9,44.6
135,Acer Incorporated,"Acer AB460 F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
136,Acer Incorporated,"Acer AB460 F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,23.0,24.6
137,Acer Incorporated,"Acer AB460 F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
138,Acer Incorporated,"Gateway GB460 F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
139,Acer Incorporated,"Gateway GB2x280 F1 (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.1,44.7
140,Acer Incorporated,"Gateway GB2x280 F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.7,43.5
141,Acer Incorporated,"Gateway GB2x280 F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.4
142,Acer Incorporated,"Acer AB2x280 F1 (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.1,44.7
143,Acer Incorporated,"Acer AB2x280 F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.7,43.5
144,Acer Incorporated,"Acer AB2x280 F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.4
145,Acer Incorporated,Gateway GT150 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.8,43.7
146,Acer Incorporated,Gateway GT150 F1(Intel Xeon E5502),Yes,4,2,2,1,22.7,24.5
147,Acer Incorporated,Acer AT150 F1 (Intel Xeon X5570),Yes,8,2,4,2,40.8,43.7
148,Acer Incorporated,Acer AT150 F1(Intel Xeon E5502),Yes,4,2,2,1,22.7,24.5
149,Acer Incorporated,"Acer AW2000ht-AW170ht F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,22.7,24.4
150,Acer Incorporated,"Gateway GW2000ht-GW170ht F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,22.7,24.4
151,Acer Incorporated,"Gateway GW2000ht-GW170ht F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
152,Acer Incorporated,"AW2000ht-AW170ht F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
153,Acer Incorporated,"Gateway GW2000ht-GW170ht F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
154,Acer Incorporated,"AW2000ht-AW170ht F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
155,Acer Incorporated,"Gateway GW2000ht-GW170ht F1 (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.6,45.4
156,Acer Incorporated,"Acer AW2000ht-AW170ht F1 (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.6,45.4
157,Acer Incorporated,"Gateway GW2000h-GW170h F1 (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.6,45.4
158,Acer Incorporated,"Acer AW2000h-AW170h F1 (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.6,45.4
159,Acer Incorporated,"Gateway GW2000h-GW170h F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
160,Acer Incorporated,"Acer AW2000h-AW170h F1 (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8,27.3
161,Acer Incorporated,"Gateway GW2000h-GW170h F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
162,Acer Incorporated,"Acer AW2000h-AW170h F1 (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.8,43.7
163,Acer Incorporated,"Gateway GW2000h-GW170h F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,22.7,24.4
164,Acer Incorporated,"Acer AW2000h-AW170h F1 (Intel Xeon E5502, 1.86 GHz)",Yes,4,2,2,1,22.7,24.4
165,Acer Incorporated,Gateway GR380 F1 (Intel Xeon E5630),Yes,8,2,4,2,35.2,37.7
166,Acer Incorporated,Gateway GR360 F1 (Intel Xeon E5630),Yes,8,2,4,2,35.2,37.7
167,Acer Incorporated,Acer AR380 F1 (Intel Xeon E5630),Yes,8,2,4,2,35.2,37.7
168,Acer Incorporated,Acer AR360 F1 (Intel Xeon E5630),Yes,8,2,4,2,35.2,37.7
169,Acer Incorporated,Gateway GT350 F1 (Intel Xeon X5670),Yes,12,2,6,2,42.5,45.2
170,Acer Incorporated,Acer AT350 F1 (Intel Xeon X5670),Yes,12,2,6,2,42.5,45.2
171,Acer Incorporated,Acer AT110 F2 (Xeon E3-1280),Yes,4,1,4,2,58.5,61.0
172,Acer Incorporated,Gateway GT110 F2 (Xeon E3-1280),Yes,4,1,4,2,58.5,61.0
173,Acer Incorporated,Gateway GT110 F2 (Xeon E3-1220L),Yes,2,1,2,2,43.7,45.7
174,Acer Incorporated,Acer AT110 F2 (Xeon E3-1220L),Yes,2,1,2,2,43.7,45.7
175,Acer Incorporated,Gateway GT350 F1 (Intel Xeon X5670),Yes,12,2,6,2,54.5,56.2
176,Acer Incorporated,Acer AT350 F1 (Intel Xeon X5670),Yes,12,2,6,2,54.5,56.2
177,Acer Incorporated,"Acer AC100 (Intel Xeon E3-1260L, 2.40 GHz)",Yes,4,1,4,2,49.1,52.3
178,Acer Incorporated,Acer AT310 F2 (Intel Core i3-2120),Yes,2,1,2,2,50.0,50.8
179,Acer Incorporated,Acer AR320 F2 (Intel Core i3-2120),Yes,2,1,2,2,50.0,50.9
180,Acer Incorporated,Acer AT310 F2 (Intel Core i3-2100),Yes,2,1,2,2,47.9,48.8
181,Acer Incorporated,Acer AR320 F2 (Intel Core i3-2100),Yes,2,1,2,2,48.0,48.9
182,Acer Incorporated,Acer AT350 F2 (Xeon E5-2640),Yes,12,2,6,2,69.9,73.5
183,Acer Incorporated,Acer AR320 F2 (Xeon E3-1280 v2),Yes,4,1,4,2,64.1,65.7
184,Acer Incorporated,Acer AT310 F2 (Xeon E3-1280 v2),Yes,4,1,4,2,66.4,68.7
185,Acer Incorporated,"Acer AT110 F2, (Intel Xeon E3-1220 v2, 3.10 GHz)",Yes,4,1,4,1,56.6,57.7
186,Acer Incorporated,"Acer AT110 F2, (Intel Xeon E3-1280 v2, 3.60 GHz)",Yes,4,1,4,2,66.1,68.2
187,Acer Incorporated,Acer AT350 F2 (Xeon E5-2690),Yes,16,2,8,2,83.8,88.6
188,Acer Incorporated,Acer AT310 F2 (Intel Xeon E3-1230 v2),Yes,4,1,4,2,63.3,65.7
189,Acer Incorporated,Acer AR320 F2 (Intel Xeon E3-1230 v2),Yes,4,1,4,2,61.9,63.6
190,Acer Incorporated,Acer AR320 F2 (Xeon E3-1280 v2),Yes,4,1,4,2,66.1,68.6
191,Acer Incorporated,Acer AW2000h-AW170h F2 (Intel Xeon E5-2603),Yes,8,2,4,1,44.2,45.8
192,Acer Incorporated,Acer AW2000h-AW170h F2 (Intel Xeon E5-2690),Yes,16,2,8,2,84.4,89.4
193,Acer Incorporated,Acer AR380 F2 (Xeon E5-2690),Yes,16,2,8,2,85.8,90.8
194,Acer Incorporated,Acer AR360 F2 (Xeon E5-2670),Yes,16,2,8,2,79.2,83.5
195,Acer Incorporated,Acer AR380 F2 (Xeon E5-2670),Yes,16,2,8,2,79.2,83.5
196,Acer Incorporated,Acer AR580 F2 (Xeon E5-4607),Yes,24,4,6,2,50.4,55.1
197,Acer Incorporated,Altos R380 F2 (Intel Xeon E5-2603),Yes,8,2,4,1,44.6,46.1
198,Acer Incorporated,Altos R360 F2 (Intel Xeon E5-2603),Yes,8,2,4,1,44.6,46.1
199,Acer Incorporated,Altos R380 F2 (Intel Xeon E5-2690),Yes,16,2,8,2,86.4,90.9
200,Acer Incorporated,Altos R360 F2 (Intel Xeon E5-2690),Yes,16,2,8,2,86.4,90.9
201,Acer Incorporated,Altos T350 F2 (Xeon E5-2603),Yes,8,2,4,1,46.5,47.7
202,Acer Incorporated,Altos T350 F2 (Xeon E5-2690),Yes,16,2,8,2,90.1,95.2
203,Acer Incorporated,Acer AR580 F2 (Xeon E5-4640),Yes,32,4,8,2,61.6,66.1
204,Acer Incorporated,Altos R380 F2 (Intel Xeon E5-2670),Yes,16,2,8,2,77.3,81.7
205,Acer Incorporated,Altos R360 F2 (Intel Xeon E5-2670),Yes,16,2,8,2,77.3,81.7
206,Acer Incorporated,Altos R380 F2 (Intel Xeon E5-2640),Yes,12,2,6,2,70.6,74.4
207,Acer Incorporated,Altos R360 F2 (Intel Xeon E5-2640),Yes,12,2,6,2,70.6,74.4
208,Acer Incorporated,Altos R320 F3 (Intel Xeon E3-1220 v3),Yes,4,1,4,1,68.6,69.9
209,Acer Incorporated,Altos T310 F3 (Intel Xeon E3-1220 v3),Yes,4,1,4,1,68.3,69.5
210,Acer Incorporated,Altos T310 F3 (Intel Xeon E3-1280 v3),Yes,4,1,4,2,73.9,75.2
211,Acer Incorporated,Altos C100 F3 (Intel Xeon E3-1280 v3),Yes,4,1,4,2,75.6,76.8
212,Acer Incorporated,Altos C100 F3 (Intel Xeon E3-1220 v3),Yes,4,1,4,1,70.4,71.4
213,Acer Incorporated,Altos R320 F3 (Intel Xeon E3-1280 v3),Yes,4,1,4,2,74.5,75.8
214,Acer Incorporated,Altos R320 F3 (Intel Xeon E3-1220 v3),Yes,4,1,4,1,69.2,70.3
215,Acer Incorporation,Acer AT310 F2 (Xeon E3-1280),Yes,4,1,4,2,62.9,64.8
216,Acer Incorporation,Acer AR320 F2 (Xeon E3-1280),Yes,4,1,4,2,62.8,64.7
217,Acer Incorporation,Acer AR320 F2 (Xeon E3-1220),Yes,4,1,4,1,53.4,54.5
218,Acer Incorporation,Acer AT310 F2 (Xeon E3-1220),Yes,4,1,4,1,53.4,54.6
219,Advanced Micro Devices,n4250QE (S4985) AMD Opteron 2222 SE,No,2,1,2,1,14.3,15.2
220,Advanced Micro Devices,Thunder K8QW (S4881) Opteron 890,No,2,1,2,1,12.7,13.5
221,Advanced Micro Devices,"A+ Server 1022G-NTF, AMD Opteron 6128",Yes,16,2,8,1,20.4,28.1
222,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6124 HE",Yes,16,2,8,1,18.7,26.2
223,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6128 HE",Yes,16,2,8,1,20.3,28.4
224,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6134",Yes,16,2,8,1,22.3,31.2
225,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6136",Yes,16,2,8,1,22.8,31.6
226,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6176 SE",Yes,24,2,12,1,22.7,31.5
227,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6174",Yes,24,2,12,1,22.2,30.7
228,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6172",Yes,24,2,12,1,21.5,29.8
229,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6168",Yes,24,2,12,1,20.2,28.0
230,Advanced Micro Devices,"Supermicro A+ Server 1022G-NTF, AMD Opteron 6164 HE",Yes,24,2,12,1,18.4,25.5
231,Advanced Micro Devices,"Supermicro A+ Server 2042G-6RF, AMD Opteron 6136",Yes,32,4,8,1,22.5,32.8
232,Advanced Micro Devices,"Supermicro A+ Server 2042G-6RF, AMD Opteron 6134",Yes,32,4,8,1,21.9,31.9
233,Advanced Micro Devices,"Supermicro A+ Server 2042G-6RF, AMD Opteron 6128",Yes,32,4,8,1,20.0,29.1
234,Advanced Micro Devices,"Supermicro A+ Server 2042G-6RF, AMD Opteron 6128 HE",Yes,32,4,8,1,20.0,29.2
235,Advanced Micro Devices,"Supermicro A+ Server 2042G-6RF, AMD Opteron 6124 HE",Yes,32,4,8,1,18.4,26.8
